time,dangjin_floating,dangjin_warehouse,dangjin,ulsan
2018-03-03 15:00:00,558.0,357.0,474,311
2018-03-03 16:00:00,452.0,353.0,491,250
2018-03-03 17:00:00,323.0,259.0,363,151
2018-03-03 18:00:00,129.0,78.0,118,31
2018-03-03 19:00:00,7.0,1.0,0,0
2018-03-03 20:00:00,0.0,0.0,0,0
2018-03-03 21:00:00,0.0,0.0,0,0
2018-03-03 22:00:00,0.0,0.0,0,0
2018-03-03 23:00:00,0.0,0.0,0,0
2018-03-03 24:00:00,0.0,0.0,0,0
2018-03-04 1:00:00,0.0,0.0,0,0
2018-03-04 2:00:00,0.0,0.0,0,0
2018-03-04 3:00:00,0.0,0.0,0,0
2018-03-04 4:00:00,0.0,0.0,0,0
2018-03-04 5:00:00,0.0,0.0,0,0
2018-03-04 6:00:00,0.0,0.0,0,0
2018-03-04 7:00:00,0.0,0.0,0,0
2018-03-04 8:00:00,0.0,0.0,0,20
2018-03-04 9:00:00,10.0,3.0,0,91
2018-03-04 10:00:00,97.0,95.0,129,166
2018-03-04 11:00:00,226.0,129.0,157,257
2018-03-04 12:00:00,233.0,157.0,212,264
2018-03-04 13:00:00,112.0,60.0,51,200
2018-03-04 14:00:00,48.0,43.0,22,105
2018-03-04 15:00:00,143.0,132.0,122,86
2018-03-04 16:00:00,117.0,92.0,85,43
2018-03-04 17:00:00,83.0,49.0,38,20
2018-03-04 18:00:00,16.0,5.0,0,1
2018-03-04 19:00:00,0.0,0.0,0,0
2018-03-04 20:00:00,0.0,0.0,0,0
2018-03-04 21:00:00,0.0,0.0,0,0
2018-03-04 22:00:00,0.0,0.0,0,0
2018-03-04 23:00:00,0.0,0.0,0,0
2018-03-04 24:00:00,0.0,0.0,0,0
2018-03-05 1:00:00,0.0,0.0,0,0
2018-03-05 2:00:00,0.0,0.0,0,0
2018-03-05 3:00:00,0.0,0.0,0,0
2018-03-05 4:00:00,0.0,0.0,0,0
2018-03-05 5:00:00,0.0,0.0,0,0
2018-03-05 6:00:00,0.0,0.0,0,0
2018-03-05 7:00:00,0.0,0.0,0,0
2018-03-05 8:00:00,0.0,0.0,0,0
2018-03-05 9:00:00,12.0,12.0,5,0
2018-03-05 10:00:00,108.0,97.0,124,3
2018-03-05 11:00:00,377.0,248.0,317,0
2018-03-05 12:00:00,308.0,206.0,264,8
2018-03-05 13:00:00,482.0,291.0,397,14
2018-03-05 14:00:00,395.0,305.0,418,21
2018-03-05 15:00:00,608.0,455.0,621,22
2018-03-05 16:00:00,538.0,418.0,566,21
2018-03-05 17:00:00,356.0,294.0,413,16
2018-03-05 18:00:00,154.0,96.0,156,9
2018-03-05 19:00:00,8.0,2.0,0,0
2018-03-05 20:00:00,0.0,0.0,0,0
2018-03-05 21:00:00,0.0,0.0,0,0
2018-03-05 22:00:00,0.0,0.0,0,0
2018-03-05 23:00:00,0.0,0.0,0,0
2018-03-05 24:00:00,0.0,0.0,0,0
2018-03-06 1:00:00,0.0,0.0,0,0
2018-03-06 2:00:00,0.0,0.0,0,0
2018-03-06 3:00:00,0.0,0.0,0,0
2018-03-06 4:00:00,0.0,0.0,0,0
2018-03-06 5:00:00,0.0,0.0,0,0
2018-03-06 6:00:00,0.0,0.0,0,0
2018-03-06 7:00:00,0.0,0.0,0,0
2018-03-06 8:00:00,19.0,15.0,15,3
2018-03-06 9:00:00,153.0,104.0,172,38
2018-03-06 10:00:00,380.0,259.0,389,110
2018-03-06 11:00:00,574.0,395.0,550,152
2018-03-06 12:00:00,676.0,469.0,630,156
2018-03-06 13:00:00,624.0,516.0,689,287
2018-03-06 14:00:00,668.0,493.0,655,371
2018-03-06 15:00:00,587.0,397.0,530,333
2018-03-06 16:00:00,479.0,366.0,495,278
2018-03-06 17:00:00,369.0,298.0,417,175
2018-03-06 18:00:00,164.0,98.0,159,36
2018-03-06 19:00:00,11.0,2.0,0,0
2018-03-06 20:00:00,0.0,0.0,0,0
2018-03-06 21:00:00,0.0,0.0,0,0
2018-03-06 22:00:00,0.0,0.0,0,0
2018-03-06 23:00:00,0.0,0.0,0,0
2018-03-06 24:00:00,0.0,0.0,0,0
2018-03-07 1:00:00,0.0,0.0,0,0
2018-03-07 2:00:00,0.0,0.0,0,0
2018-03-07 3:00:00,0.0,0.0,0,0
2018-03-07 4:00:00,0.0,0.0,0,0
2018-03-07 5:00:00,0.0,0.0,0,0
2018-03-07 6:00:00,0.0,0.0,0,0
2018-03-07 7:00:00,0.0,0.0,0,0
2018-03-07 8:00:00,15.0,14.0,11,0
2018-03-07 9:00:00,68.0,50.0,62,0
2018-03-07 10:00:00,234.0,181.0,248,30
2018-03-07 11:00:00,356.0,237.0,317,31
2018-03-07 12:00:00,476.0,326.0,433,32
2018-03-07 13:00:00,511.0,331.0,425,28
2018-03-07 14:00:00,388.0,251.0,329,32
2018-03-07 15:00:00,466.0,335.0,458,64
2018-03-07 16:00:00,346.0,196.0,249,61
2018-03-07 17:00:00,113.0,67.0,84,5
2018-03-07 18:00:00,37.0,17.0,12,0
2018-03-07 19:00:00,2.0,0.0,0,0
2018-03-07 20:00:00,0.0,0.0,0,0
2018-03-07 21:00:00,0.0,0.0,0,0
2018-03-07 22:00:00,0.0,0.0,0,0
2018-03-07 23:00:00,0.0,0.0,0,0
2018-03-07 24:00:00,0.0,0.0,0,0
2018-03-08 1:00:00,0.0,0.0,0,0
2018-03-08 2:00:00,0.0,0.0,0,0
2018-03-08 3:00:00,0.0,0.0,0,0
2018-03-08 4:00:00,0.0,0.0,0,0
2018-03-08 5:00:00,0.0,0.0,0,0
2018-03-08 6:00:00,0.0,0.0,0,0
2018-03-08 7:00:00,0.0,0.0,0,0
2018-03-08 8:00:00,0.0,1.0,0,0
2018-03-08 9:00:00,12.0,16.0,0,2
2018-03-08 10:00:00,60.0,91.0,54,20
2018-03-08 11:00:00,127.0,201.0,122,14
2018-03-08 12:00:00,267.0,387.0,262,29
2018-03-08 13:00:00,364.0,357.0,331,72
2018-03-08 14:00:00,480.0,242.0,369,88
2018-03-08 15:00:00,665.0,179.0,609,89
2018-03-08 16:00:00,539.0,216.0,507,28
2018-03-08 17:00:00,322.0,193.0,291,5
2018-03-08 18:00:00,132.0,58.0,101,0
2018-03-08 19:00:00,12.0,2.0,0,0
2018-03-08 20:00:00,0.0,0.0,0,0
2018-03-08 21:00:00,0.0,0.0,0,0
2018-03-08 22:00:00,0.0,0.0,0,0
2018-03-08 23:00:00,0.0,0.0,0,0
2018-03-08 24:00:00,0.0,0.0,0,0
2018-03-09 1:00:00,0.0,0.0,0,0
2018-03-09 2:00:00,0.0,0.0,0,0
2018-03-09 3:00:00,0.0,0.0,0,0
2018-03-09 4:00:00,0.0,0.0,0,0
2018-03-09 5:00:00,0.0,0.0,0,0
2018-03-09 6:00:00,0.0,0.0,0,0
2018-03-09 7:00:00,0.0,0.0,0,0
2018-03-09 8:00:00,10.0,11.0,8,10
2018-03-09 9:00:00,123.0,89.0,118,34
2018-03-09 10:00:00,330.0,235.0,334,82
2018-03-09 11:00:00,545.0,389.0,488,103
2018-03-09 12:00:00,635.0,464.0,584,203
2018-03-09 13:00:00,686.0,507.0,671,100
2018-03-09 14:00:00,665.0,524.0,685,81
2018-03-09 15:00:00,704.0,487.0,654,115
2018-03-09 16:00:00,546.0,389.0,540,75
2018-03-09 17:00:00,348.0,265.0,368,49
2018-03-09 18:00:00,158.0,89.0,142,17
2018-03-09 19:00:00,13.0,4.0,2,0
2018-03-09 20:00:00,0.0,0.0,0,0
2018-03-09 21:00:00,0.0,0.0,0,0
2018-03-09 22:00:00,0.0,0.0,0,0
2018-03-09 23:00:00,0.0,0.0,0,0
2018-03-09 24:00:00,0.0,0.0,0,0
2018-03-10 1:00:00,0.0,0.0,0,0
2018-03-10 2:00:00,0.0,0.0,0,0
2018-03-10 3:00:00,0.0,0.0,0,0
2018-03-10 4:00:00,0.0,0.0,0,0
2018-03-10 5:00:00,0.0,0.0,0,0
2018-03-10 6:00:00,0.0,0.0,0,0
2018-03-10 7:00:00,0.0,0.0,0,0
2018-03-10 8:00:00,22.0,16.0,15,23
2018-03-10 9:00:00,153.0,112.0,164,109
2018-03-10 10:00:00,371.0,256.0,358,180
2018-03-10 11:00:00,520.0,345.0,510,209
2018-03-10 12:00:00,680.0,474.0,638,160
2018-03-10 13:00:00,648.0,509.0,686,271
2018-03-10 14:00:00,720.0,504.0,687,262
2018-03-10 15:00:00,687.0,465.0,634,239
2018-03-10 16:00:00,507.0,359.0,492,243
2018-03-10 17:00:00,312.0,221.0,307,148
2018-03-10 18:00:00,132.0,70.0,99,38
2018-03-10 19:00:00,11.0,3.0,0,1
2018-03-10 20:00:00,0.0,0.0,0,0
2018-03-10 21:00:00,0.0,0.0,0,0
2018-03-10 22:00:00,0.0,0.0,0,0
2018-03-10 23:00:00,0.0,0.0,0,0
2018-03-10 24:00:00,0.0,0.0,0,0
2018-03-11 1:00:00,0.0,0.0,0,0
2018-03-11 2:00:00,0.0,0.0,0,0
2018-03-11 3:00:00,0.0,0.0,0,0
2018-03-11 4:00:00,0.0,0.0,0,0
2018-03-11 5:00:00,0.0,0.0,0,0
2018-03-11 6:00:00,0.0,0.0,0,0
2018-03-11 7:00:00,0.0,0.0,0,0
2018-03-11 8:00:00,7.0,5.0,0,27
2018-03-11 9:00:00,48.0,35.0,41,118
2018-03-11 10:00:00,185.0,157.0,228,221
2018-03-11 11:00:00,527.0,380.0,513,290
2018-03-11 12:00:00,688.0,473.0,638,319
2018-03-11 13:00:00,655.0,522.0,693,347
2018-03-11 14:00:00,652.0,533.0,714,342
2018-03-11 15:00:00,714.0,481.0,656,319
2018-03-11 16:00:00,551.0,392.0,536,253
2018-03-11 17:00:00,349.0,257.0,355,155
2018-03-11 18:00:00,150.0,86.0,132,39
2018-03-11 19:00:00,13.0,4.0,2,1
2018-03-11 20:00:00,0.0,0.0,0,0
2018-03-11 21:00:00,0.0,0.0,0,0
2018-03-11 22:00:00,0.0,0.0,0,0
2018-03-11 23:00:00,0.0,0.0,0,0
2018-03-11 24:00:00,0.0,0.0,0,0
2018-03-12 1:00:00,0.0,0.0,0,0
2018-03-12 2:00:00,0.0,0.0,0,0
2018-03-12 3:00:00,0.0,0.0,0,0
2018-03-12 4:00:00,0.0,0.0,0,0
2018-03-12 5:00:00,0.0,0.0,0,0
2018-03-12 6:00:00,0.0,0.0,0,0
2018-03-12 7:00:00,0.0,0.0,0,0
2018-03-12 8:00:00,18.0,15.0,12,26
2018-03-12 9:00:00,108.0,83.0,110,112
2018-03-12 10:00:00,261.0,189.0,259,210
2018-03-12 11:00:00,431.0,301.0,411,284
2018-03-12 12:00:00,575.0,391.0,527,331
2018-03-12 13:00:00,644.0,432.0,580,331
2018-03-12 14:00:00,654.0,433.0,586,340
2018-03-12 15:00:00,616.0,411.0,553,313
2018-03-12 16:00:00,492.0,339.0,461,255
2018-03-12 17:00:00,303.0,204.0,281,153
2018-03-12 18:00:00,142.0,73.0,118,40
2018-03-12 19:00:00,16.0,4.0,3,1
2018-03-12 20:00:00,0.0,0.0,0,0
2018-03-12 21:00:00,0.0,0.0,0,0
2018-03-12 22:00:00,0.0,0.0,0,0
2018-03-12 23:00:00,0.0,0.0,0,0
2018-03-12 24:00:00,0.0,0.0,0,0
2018-03-13 1:00:00,0.0,0.0,0,0
2018-03-13 2:00:00,0.0,0.0,0,0
2018-03-13 3:00:00,0.0,0.0,0,0
2018-03-13 4:00:00,0.0,0.0,0,0
2018-03-13 5:00:00,0.0,0.0,0,0
2018-03-13 6:00:00,0.0,0.0,0,0
2018-03-13 7:00:00,0.0,0.0,0,0
2018-03-13 8:00:00,12.0,9.0,6,27
2018-03-13 9:00:00,115.0,94.0,124,113
2018-03-13 10:00:00,244.0,180.0,233,211
2018-03-13 11:00:00,463.0,331.0,462,293
2018-03-13 12:00:00,635.0,438.0,596,314
2018-03-13 13:00:00,693.0,471.0,642,344
2018-03-13 14:00:00,692.0,459.0,630,340
2018-03-13 15:00:00,550.0,43.0,502,315
2018-03-13 16:00:00,492.0,0.0,439,252
2018-03-13 17:00:00,243.0,0.0,197,161
2018-03-13 18:00:00,34.0,0.0,4,39
2018-03-13 19:00:00,4.0,0.0,0,1
2018-03-13 20:00:00,0.0,0.0,0,0
2018-03-13 21:00:00,0.0,0.0,0,0
2018-03-13 22:00:00,0.0,0.0,0,0
2018-03-13 23:00:00,0.0,0.0,0,0
2018-03-13 24:00:00,0.0,0.0,0,0
2018-03-14 1:00:00,0.0,0.0,0,0
2018-03-14 2:00:00,0.0,0.0,0,0
2018-03-14 3:00:00,0.0,0.0,0,0
2018-03-14 4:00:00,0.0,0.0,0,0
2018-03-14 5:00:00,0.0,0.0,0,0
2018-03-14 6:00:00,0.0,0.0,0,0
2018-03-14 7:00:00,0.0,0.0,0,0
2018-03-14 8:00:00,26.0,0.0,18,26
2018-03-14 9:00:00,152.0,0.0,143,104
2018-03-14 10:00:00,173.0,0.0,169,195
2018-03-14 11:00:00,401.0,0.0,401,279
2018-03-14 12:00:00,646.0,0.0,589,323
2018-03-14 13:00:00,634.0,0.0,635,347
2018-03-14 14:00:00,621.0,0.0,628,324
2018-03-14 15:00:00,687.0,0.0,639,303
2018-03-14 16:00:00,548.0,0.0,551,249
2018-03-14 17:00:00,351.0,0.0,398,148
2018-03-14 18:00:00,175.0,0.0,174,38
2018-03-14 19:00:00,16.0,0.0,5,0
2018-03-14 20:00:00,0.0,0.0,0,0
2018-03-14 21:00:00,0.0,0.0,0,0
2018-03-14 22:00:00,0.0,0.0,0,0
2018-03-14 23:00:00,0.0,0.0,0,0
2018-03-14 24:00:00,0.0,0.0,0,0
2018-03-15 1:00:00,0.0,0.0,0,0
2018-03-15 2:00:00,0.0,0.0,0,0
2018-03-15 3:00:00,0.0,0.0,0,0
2018-03-15 4:00:00,0.0,0.0,0,0
2018-03-15 5:00:00,0.0,0.0,0,0
2018-03-15 6:00:00,0.0,0.0,0,0
2018-03-15 7:00:00,0.0,0.0,0,0
2018-03-15 8:00:00,0.0,0.0,0,0
2018-03-15 9:00:00,12.0,0.0,0,16
2018-03-15 10:00:00,18.0,0.0,0,37
2018-03-15 11:00:00,7.0,0.0,0,34
2018-03-15 12:00:00,27.0,0.0,8,32
2018-03-15 13:00:00,52.0,0.0,36,18
2018-03-15 14:00:00,66.0,0.0,50,23
2018-03-15 15:00:00,83.0,0.0,72,34
2018-03-15 16:00:00,41.0,0.0,16,18
2018-03-15 17:00:00,18.0,0.0,0,6
2018-03-15 18:00:00,8.0,0.0,0,2
2018-03-15 19:00:00,1.0,0.0,0,0
2018-03-15 20:00:00,0.0,0.0,0,0
2018-03-15 21:00:00,0.0,0.0,0,0
2018-03-15 22:00:00,0.0,0.0,0,0
2018-03-15 23:00:00,0.0,0.0,0,0
2018-03-15 24:00:00,0.0,0.0,0,0
2018-03-16 1:00:00,0.0,0.0,0,0
2018-03-16 2:00:00,0.0,0.0,0,0
2018-03-16 3:00:00,0.0,0.0,0,0
2018-03-16 4:00:00,0.0,0.0,0,0
2018-03-16 5:00:00,0.0,0.0,0,0
2018-03-16 6:00:00,0.0,0.0,0,0
2018-03-16 7:00:00,0.0,0.0,0,0
2018-03-16 8:00:00,19.0,0.0,10,0
2018-03-16 9:00:00,146.0,0.0,179,6
2018-03-16 10:00:00,394.0,0.0,393,28
2018-03-16 11:00:00,588.0,0.0,561,96
2018-03-16 12:00:00,612.0,0.0,665,208
2018-03-16 13:00:00,592.0,0.0,712,179
2018-03-16 14:00:00,603.0,0.0,688,229
2018-03-16 15:00:00,635.0,0.0,664,246
2018-03-16 16:00:00,589.0,0.0,573,208
2018-03-16 17:00:00,380.0,0.0,413,176
2018-03-16 18:00:00,186.0,0.0,186,45
2018-03-16 19:00:00,18.0,0.0,4,1
2018-03-16 20:00:00,0.0,0.0,0,0
2018-03-16 21:00:00,0.0,0.0,0,0
2018-03-16 22:00:00,0.0,0.0,0,0
2018-03-16 23:00:00,0.0,0.0,0,0
2018-03-16 24:00:00,0.0,0.0,0,0
2018-03-17 1:00:00,0.0,,0,0
2018-03-17 2:00:00,0.0,,0,0
2018-03-17 3:00:00,0.0,,0,0
2018-03-17 4:00:00,0.0,,0,0
2018-03-17 5:00:00,0.0,,0,0
2018-03-17 6:00:00,0.0,,0,0
2018-03-17 7:00:00,0.0,,0,0
2018-03-17 8:00:00,24.0,,16,13
2018-03-17 9:00:00,162.0,,177,57
2018-03-17 10:00:00,363.0,,348,206
2018-03-17 11:00:00,548.0,,532,278
2018-03-17 12:00:00,689.0,,631,309
2018-03-17 13:00:00,616.0,,688,366
2018-03-17 14:00:00,615.0,,706,368
2018-03-17 15:00:00,689.0,,658,330
2018-03-17 16:00:00,578.0,,542,272
2018-03-17 17:00:00,319.0,,272,157
2018-03-17 18:00:00,139.0,,103,48
2018-03-17 19:00:00,19.0,,3,3
2018-03-17 20:00:00,0.0,,0,0
2018-03-17 21:00:00,0.0,,0,0
2018-03-17 22:00:00,0.0,,0,0
2018-03-17 23:00:00,0.0,,0,0
2018-03-17 24:00:00,0.0,,0,0
2018-03-18 1:00:00,0.0,,0,0
2018-03-18 2:00:00,0.0,,0,0
2018-03-18 3:00:00,0.0,,0,0
2018-03-18 4:00:00,0.0,,0,0
2018-03-18 5:00:00,0.0,,0,0
2018-03-18 6:00:00,0.0,,0,0
2018-03-18 7:00:00,0.0,,0,0
2018-03-18 8:00:00,8.0,,0,37
2018-03-18 9:00:00,36.0,,25,113
2018-03-18 10:00:00,112.0,,103,199
2018-03-18 11:00:00,154.0,,137,259
2018-03-18 12:00:00,219.0,,189,255
2018-03-18 13:00:00,208.0,,187,300
2018-03-18 14:00:00,265.0,,223,326
2018-03-18 15:00:00,168.0,,127,241
2018-03-18 16:00:00,114.0,,92,91
2018-03-18 17:00:00,120.0,,99,44
2018-03-18 18:00:00,24.0,,2,19
2018-03-18 19:00:00,2.0,,0,0
2018-03-18 20:00:00,0.0,,0,0
2018-03-18 21:00:00,0.0,,0,0
2018-03-18 22:00:00,0.0,,0,0
2018-03-18 23:00:00,0.0,,0,0
2018-03-18 24:00:00,0.0,,0,0
2018-03-19 1:00:00,0.0,0.0,0,0
2018-03-19 2:00:00,0.0,0.0,0,0
2018-03-19 3:00:00,0.0,0.0,0,0
2018-03-19 4:00:00,0.0,0.0,0,0
2018-03-19 5:00:00,0.0,0.0,0,0
2018-03-19 6:00:00,0.0,0.0,0,0
2018-03-19 7:00:00,0.0,0.0,0,0
2018-03-19 8:00:00,1.0,0.0,0,0
2018-03-19 9:00:00,15.0,0.0,2,1
2018-03-19 10:00:00,55.0,0.0,41,4
2018-03-19 11:00:00,82.0,0.0,59,9
2018-03-19 12:00:00,87.0,0.0,78,14
2018-03-19 13:00:00,146.0,0.0,107,21
2018-03-19 14:00:00,96.0,0.0,78,14
2018-03-19 15:00:00,90.0,0.0,78,16
2018-03-19 16:00:00,96.0,0.0,60,10
2018-03-19 17:00:00,48.0,0.0,30,2
2018-03-19 18:00:00,25.0,0.0,1,0
2018-03-19 19:00:00,2.0,0.0,0,0
2018-03-19 20:00:00,0.0,0.0,0,0
2018-03-19 21:00:00,0.0,0.0,0,0
2018-03-19 22:00:00,0.0,0.0,0,0
2018-03-19 23:00:00,0.0,0.0,0,0
2018-03-19 24:00:00,0.0,0.0,0,0
2018-03-20 1:00:00,0.0,0.0,0,0
2018-03-20 2:00:00,0.0,0.0,0,0
2018-03-20 3:00:00,0.0,0.0,0,0
2018-03-20 4:00:00,0.0,0.0,0,0
2018-03-20 5:00:00,0.0,0.0,0,0
2018-03-20 6:00:00,0.0,0.0,0,0
2018-03-20 7:00:00,0.0,0.0,0,0
2018-03-20 8:00:00,28.0,0.0,22,14
2018-03-20 9:00:00,162.0,0.0,180,52
2018-03-20 10:00:00,374.0,0.0,371,109
2018-03-20 11:00:00,561.0,0.0,512,156
2018-03-20 12:00:00,585.0,0.0,506,147
2018-03-20 13:00:00,507.0,0.0,419,155
2018-03-20 14:00:00,457.0,0.0,401,81
2018-03-20 15:00:00,307.0,0.0,237,50
2018-03-20 16:00:00,180.0,0.0,145,27
2018-03-20 17:00:00,108.0,0.0,80,11
2018-03-20 18:00:00,49.0,0.0,21,1
2018-03-20 19:00:00,4.0,0.0,0,0
2018-03-20 20:00:00,0.0,0.0,0,0
2018-03-20 21:00:00,0.0,0.0,0,0
2018-03-20 22:00:00,0.0,0.0,0,0
2018-03-20 23:00:00,0.0,0.0,0,0
2018-03-20 24:00:00,0.0,0.0,0,0
2018-03-21 1:00:00,0.0,0.0,0,0
2018-03-21 2:00:00,0.0,0.0,0,0
2018-03-21 3:00:00,0.0,0.0,0,0
2018-03-21 4:00:00,0.0,0.0,0,0
2018-03-21 5:00:00,0.0,0.0,0,0
2018-03-21 6:00:00,0.0,0.0,0,0
2018-03-21 7:00:00,0.0,0.0,0,0
2018-03-21 8:00:00,12.0,0.0,6,2
2018-03-21 9:00:00,87.0,0.0,82,14
2018-03-21 10:00:00,184.0,0.0,146,20
2018-03-21 11:00:00,149.0,0.0,118,11
2018-03-21 12:00:00,101.0,0.0,75,19
2018-03-21 13:00:00,109.0,0.0,96,30
2018-03-21 14:00:00,107.0,0.0,87,28
2018-03-21 15:00:00,60.0,0.0,39,33
2018-03-21 16:00:00,33.0,0.0,9,23
2018-03-21 17:00:00,22.0,0.0,0,21
2018-03-21 18:00:00,10.0,0.0,0,18
2018-03-21 19:00:00,0.0,0.0,0,2
2018-03-21 20:00:00,0.0,0.0,0,0
2018-03-21 21:00:00,0.0,0.0,0,0
2018-03-21 22:00:00,0.0,0.0,0,0
2018-03-21 23:00:00,0.0,0.0,0,0
2018-03-21 24:00:00,0.0,0.0,0,0
2018-03-22 1:00:00,0.0,0.0,0,0
2018-03-22 2:00:00,0.0,0.0,0,0
2018-03-22 3:00:00,0.0,0.0,0,0
2018-03-22 4:00:00,0.0,0.0,0,0
2018-03-22 5:00:00,0.0,0.0,0,0
2018-03-22 6:00:00,0.0,0.0,0,0
2018-03-22 7:00:00,0.0,0.0,0,0
2018-03-22 8:00:00,37.0,0.0,30,15
2018-03-22 9:00:00,183.0,0.0,179,116
2018-03-22 10:00:00,394.0,0.0,383,154
2018-03-22 11:00:00,583.0,0.0,558,295
2018-03-22 12:00:00,679.0,0.0,668,377
2018-03-22 13:00:00,576.0,0.0,728,392
2018-03-22 14:00:00,587.0,0.0,730,370
2018-03-22 15:00:00,677.0,0.0,685,335
2018-03-22 16:00:00,623.0,0.0,589,270
2018-03-22 17:00:00,410.0,0.0,417,173
2018-03-22 18:00:00,198.0,0.0,186,52
2018-03-22 19:00:00,30.0,0.0,12,2
2018-03-22 20:00:00,0.0,0.0,0,0
2018-03-22 21:00:00,0.0,0.0,0,0
2018-03-22 22:00:00,0.0,0.0,0,0
2018-03-22 23:00:00,0.0,0.0,0,0
2018-03-22 24:00:00,0.0,0.0,0,0
2018-03-23 1:00:00,0.0,0.0,0,0
2018-03-23 2:00:00,0.0,0.0,0,0
2018-03-23 3:00:00,0.0,0.0,0,0
2018-03-23 4:00:00,0.0,0.0,0,0
2018-03-23 5:00:00,0.0,0.0,0,0
2018-03-23 6:00:00,0.0,0.0,0,0
2018-03-23 7:00:00,0.0,0.0,0,1
2018-03-23 8:00:00,36.0,0.0,34,41
2018-03-23 9:00:00,145.0,0.0,183,137
2018-03-23 10:00:00,384.0,0.0,385,238
2018-03-23 11:00:00,557.0,0.0,531,313
2018-03-23 12:00:00,631.0,0.0,651,354
2018-03-23 13:00:00,616.0,0.0,716,372
2018-03-23 14:00:00,600.0,0.0,715,359
2018-03-23 15:00:00,645.0,0.0,688,327
2018-03-23 16:00:00,633.0,0.0,569,262
2018-03-23 17:00:00,372.0,0.0,343,164
2018-03-23 18:00:00,130.0,0.0,92,50
2018-03-23 19:00:00,19.0,0.0,2,2
2018-03-23 20:00:00,0.0,0.0,0,0
2018-03-23 21:00:00,0.0,0.0,0,0
2018-03-23 22:00:00,0.0,0.0,0,0
2018-03-23 23:00:00,0.0,0.0,0,0
2018-03-23 24:00:00,0.0,0.0,0,0
2018-03-24 1:00:00,0.0,0.0,0,0
2018-03-24 2:00:00,0.0,0.0,0,0
2018-03-24 3:00:00,0.0,0.0,0,0
2018-03-24 4:00:00,0.0,0.0,0,0
2018-03-24 5:00:00,0.0,0.0,0,0
2018-03-24 6:00:00,0.0,0.0,0,0
2018-03-24 7:00:00,0.0,0.0,0,1
2018-03-24 8:00:00,36.0,0.0,28,25
2018-03-24 9:00:00,119.0,0.0,119,87
2018-03-24 10:00:00,274.0,0.0,267,204
2018-03-24 11:00:00,426.0,0.0,405,289
