지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
192,2019-01-01 16:00,4.3,,3.7,360,35,2.9,-9.8,1026,1029.8,.8,.8,,,6,1,,20,2000,,,5.5,,,,
192,2019-01-01 17:00,2.7,,1.3,20,38,2.8,-10.2,1026.6,1030.4,.7,.37,,,6,2,,18,2000,,,1,,,,
192,2019-01-01 18:00,1.5,,1.1,70,46,3.1,-8.8,1027.3,1031.2,0,.02,,,5,5,,15,2000,,,-1.2,,,,
192,2019-01-01 19:00,1.2,,1.8,360,44,2.9,-9.7,1027.8,1031.7,,,,,1,1,,,2000,,,-1.1,,,,
192,2019-01-01 20:00,.7,,1.6,340,43,2.8,-10.4,1028,1031.9,,,,,0,0,,,2000,,,-2.3,,,,
192,2019-01-01 21:00,-1.2,,.6,90,49,2.8,-10.5,1028,1031.9,,,,,8,0,,,2000,,,-3.6,,,,
192,2019-01-01 22:00,-.9,,1,270,51,2.9,-9.7,1027.9,1031.8,,,,,5,3,,15,2000,,,-4.3,,,,
192,2019-01-01 23:00,-2.9,,.3,0,60,3,-9.5,1028.3,1032.2,,,,,0,0,,,2000,,,-5.1,,,,
192,2019-01-02 00:00,-3.9,,.2,0,65,3,-9.5,1028.9,1032.8,,,,,1,0,,,1960,,,-5.8,,,,
192,2019-01-02 01:00,-4.1,,.9,50,63,2.8,-10.1,1029.2,1033.1,,,,,0,0,,,2000,,,-6.5,,,,
192,2019-01-02 02:00,-3.2,,1.2,200,72,3.5,-7.5,1029.5,1033.4,,,,,0,0,,,1789,,,-6.5,,,,
192,2019-01-02 03:00,-4.8,,.2,0,74,3.2,-8.7,1029.9,1033.9,,,,,0,0,,,1845,,,-7.2,,,,
192,2019-01-02 04:00,-4.9,,.7,360,71,3,-9.3,1029.9,1033.9,,,,,4,0,,,1969,,,-7.3,,,,
192,2019-01-02 05:00,-5.9,,.2,0,68,2.7,-10.8,1029.9,1033.9,,,,,7,0,,,2000,,,-8,,,,
192,2019-01-02 06:00,-5.5,,0,0,60,2.4,-12,1029.9,1033.9,,,,,4,0,,,2000,,,-8.1,,,,
192,2019-01-02 07:00,-6.3,,.1,0,65,2.5,-11.8,1030.2,1034.2,,,,,0,0,,,2000,,,-8.3,,,,
192,2019-01-02 08:00,-6.3,,0,0,70,2.7,-10.8,1030.7,1034.7,0,.01,,,9,0,,,1777,,,-7.9,,,,
192,2019-01-02 09:00,-2.5,,.1,0,68,3.5,-7.6,1031.1,1035,.8,.42,,,4,2,,,1853,,,-3.1,,,,
192,2019-01-02 10:00,.8,,.1,0,48,3.1,-8.9,1031,1034.9,1,.99,,,0,0,,,1981,,,.6,,,,
192,2019-01-02 11:00,2,,1,270,44,3.1,-9,1030,1033.9,1,1.55,,,0,0,,,1952,,,5,,,,
192,2019-01-02 12:00,4,,1.6,250,32,2.6,-11.2,1028.5,1032.3,1,1.89,,,0,0,,,1937,,,8.5,,,,
192,2019-01-02 13:00,5.8,,2.8,290,26,2.4,-12.2,1027.4,1031.2,1,2.01,,,0,0,,,1964,,,9.9,,,,
192,2019-01-02 14:00,6.4,,3.2,340,22,2.1,-13.8,1026.6,1030.4,1,1.89,,,0,0,,,2000,,,10.1,,,,
192,2019-01-02 15:00,6,,3.7,360,22,2.1,-14.1,1026.6,1030.4,1,1.56,,,0,0,,,2000,,,8.9,,,,
192,2019-01-02 16:00,5.6,,3.2,340,25,2.3,-12.9,1026.9,1030.7,1,1.05,,,0,0,,,2000,,,5.9,,,,
192,2019-01-02 17:00,4.1,,2,320,28,2.3,-12.8,1027.2,1031,.7,.38,,,0,0,,,2000,,,.5,,,,
192,2019-01-02 18:00,2.6,,1.5,340,31,2.3,-12.8,1027.9,1031.7,0,.01,,,0,0,,,2000,,,-1,,,,
192,2019-01-02 19:00,1.2,,.6,320,34,2.3,-12.9,1028.3,1032.2,,,,,0,0,,,1942,,,-2.6,,,,
192,2019-01-02 20:00,-1,,.2,0,42,2.4,-12.3,1028.8,1032.7,,,,,0,0,,,2000,,,-3.9,,,,
192,2019-01-02 21:00,.2,,.9,340,40,2.5,-11.8,1028.8,1032.7,,,,,0,0,,,2000,,,-4.4,,,,
192,2019-01-02 22:00,-3.1,,.8,50,53,2.6,-11.3,1028.7,1032.6,,,,,0,0,,,2000,,,-5.4,,,,
192,2019-01-02 23:00,-4,,.2,0,59,2.7,-10.8,1029.1,1033,,,,,0,0,,,1959,,,-6.4,,,,
192,2019-01-03 00:00,-4.5,,.2,0,63,2.8,-10.4,1029,1032.9,,,,,0,0,,,1878,,,-7,,,,
192,2019-01-03 01:00,-5.3,,.4,0,67,2.8,-10.4,1029.1,1033.1,,,,,0,0,,,1717,,,-7.5,,,,
192,2019-01-03 02:00,-6,,.3,0,71,2.8,-10.4,1029.3,1033.3,,,,,0,0,,,1548,,,-7.9,,,,
192,2019-01-03 03:00,-6.6,,.1,0,73,2.7,-10.6,1029.7,1033.7,,,,,0,0,,,1469,,,-8.3,,,,
192,2019-01-03 04:00,-7.3,,.1,0,77,2.7,-10.6,1029.5,1033.5,,,,,0,0,,,1482,,,-8.7,,,,
192,2019-01-03 05:00,-7.8,,.1,0,78,2.7,-10.9,1029.5,1033.5,,,,,0,0,,,1308,,,-9.1,,,,
192,2019-01-03 06:00,-8.4,,.4,0,80,2.6,-11.2,1029.8,1033.8,,,,,0,0,,,1343,,,-9.3,,,,
192,2019-01-03 07:00,-8.3,,.2,0,83,2.7,-10.6,1030,1034,,,,,0,0,,,1280,,,-9.6,,,,
192,2019-01-03 08:00,-8.4,,.1,0,80,2.6,-11.2,1030.4,1034.4,0,.01,,,0,0,,,624,,,-9.2,,,,
192,2019-01-03 09:00,-3.4,,0,0,66,3.1,-8.8,1031.4,1035.3,.8,.59,,,0,0,,,790,,,-3,,,,
192,2019-01-03 10:00,.2,,.4,0,42,2.6,-11.2,1031.8,1035.7,1,1.36,,,1,0,,,1888,,,1.2,,,,
192,2019-01-03 11:00,1.8,,.9,360,31,2.2,-13.5,1031.7,1035.6,1,1.68,,,0,0,,,1838,,,5.2,,,,
192,2019-01-03 12:00,3.8,,1,200,25,2,-14.4,1030.7,1034.5,1,1.91,,,0,0,,,1991,,,8.5,,,,
192,2019-01-03 13:00,4.6,,2.3,200,22,1.9,-15.3,1029.4,1033.2,1,2.02,,,0,0,,,1985,,,10.1,,,,
192,2019-01-03 14:00,6.5,,1.7,90,15,1.5,-18.3,1028.5,1032.3,1,1.89,,,0,0,,,2000,,,10.5,,,,
192,2019-01-03 15:00,7.8,,1.2,110,13,1.4,-18.9,1028.4,1032.2,1,1.57,,,1,0,,,2000,,,9.8,,,,
192,2019-01-03 16:00,8.2,,.9,140,14,1.5,-17.7,1028.5,1032.3,1,1.04,,,1,0,,,2000,,,7,,,,
192,2019-01-03 17:00,4.2,,.3,0,36,3,-9.5,1028.8,1032.6,.7,.38,,,0,0,,,2000,,,.7,,,,
192,2019-01-03 18:00,1,,.3,0,33,2.2,-13.5,1029.2,1033.1,0,.01,,,0,0,,,2000,,,-1.3,,,,
192,2019-01-03 19:00,-.5,,0,0,37,2.2,-13.4,1029.6,1033.5,,,,,0,0,,,1997,,,-2.8,,,,
192,2019-01-03 20:00,-2,,.3,0,46,2.4,-12.1,1030.2,1034.1,,,,,0,0,,,1984,,,-3.9,,,,
192,2019-01-03 21:00,-3,,.3,0,49,2.4,-12.2,1030.3,1034.2,,,,,0,0,,,2000,,,-4.8,,,,
192,2019-01-03 22:00,-3.7,,0,0,52,2.4,-12.1,1030.4,1034.3,,,,,0,0,,,2000,,,-5.6,,,,
192,2019-01-03 23:00,-4.5,,0,0,56,2.5,-11.9,1030,1034,,,,,0,0,,,2000,,,-6.3,,,,
192,2019-01-04 00:00,-5.3,,.2,0,61,2.5,-11.6,1030.5,1034.5,,,,,0,0,,,2000,,,-6.9,,,,
192,2019-01-04 01:00,-6,,.1,0,60,2.3,-12.5,1030.1,1034.1,,,,,0,0,,,2000,,,-7.4,,,,
192,2019-01-04 02:00,-6.8,,.1,0,64,2.4,-12.4,1030.6,1034.6,,,,,1,0,,,2000,,,-7.9,,,,
192,2019-01-04 03:00,-7.2,,.3,0,66,2.4,-12.4,1029.9,1033.9,,,,,0,0,,,2000,,,-8.3,,,,
192,2019-01-04 04:00,-7.5,,0,0,67,2.3,-12.5,1029.2,1033.2,,,,,0,0,,,2000,,,-8.7,,,,
192,2019-01-04 05:00,-7.8,,0,0,69,2.3,-12.5,1029.4,1033.4,,,,,0,0,,,2000,,,-8.9,,,,
192,2019-01-04 06:00,-7.9,,.4,0,70,2.4,-12.4,1028.9,1032.9,,,,,0,0,,,2000,,,-9.1,,,,
192,2019-01-04 07:00,-8.2,,.2,0,69,2.3,-12.8,1028.3,1032.3,,,,,1,0,,,1913,,,-8.9,,,,
192,2019-01-04 08:00,-8.2,,0,0,70,2.3,-12.7,1028.5,1032.5,0,.01,,,0,0,,,1890,,,-8.6,,,,
192,2019-01-04 09:00,-4,,.1,0,55,2.5,-11.7,1029.2,1033.1,.7,.43,,,0,0,,,1752,,,-2.7,,,,
192,2019-01-04 10:00,-1.4,,.2,0,49,2.7,-10.7,1028.8,1032.7,.7,.77,,,9,3,,49,1964,,,-.1,,,,
192,2019-01-04 11:00,2,,.4,0,36,2.5,-11.5,1027.8,1031.6,.9,1.24,,,7,5,,56,1913,,,4.5,,,,
192,2019-01-04 12:00,2.7,,.7,270,27,2,-14.4,1026.8,1030.6,.6,1.21,,,8,6,,49,2000,,,3.3,,,,
192,2019-01-04 13:00,4,,.2,0,28,2.3,-12.9,1026.2,1030,0,.51,,,9,9,,26,2000,,,4.3,,,,
192,2019-01-04 14:00,5,,1.1,50,22,1.9,-15,1024.6,1028.4,0,.75,,,9,1,,31,2000,,,4.6,,,,
192,2019-01-04 15:00,5.4,,.4,0,23,2.1,-14.1,1024.3,1028.1,.3,.7,,,9,4,,25,2000,,,3.7,,,,
192,2019-01-04 16:00,5.7,,.2,0,22,2,-14.4,1024.1,1027.9,.1,.4,,,8,8,,16,2000,,,2.7,,,,
192,2019-01-04 17:00,5.2,,0,0,28,2.5,-11.8,1023.6,1027.4,0,.16,,,10,3,,17,2000,,,1.5,,,,
192,2019-01-04 18:00,3.6,,0,0,36,2.8,-10.1,1023.7,1027.5,0,.01,,,10,4,,23,2000,,,.4,,,,
192,2019-01-04 19:00,3.3,,0,0,39,3,-9.3,1023.5,1027.3,,,,,9,8,,28,1788,,,.3,,,,
192,2019-01-04 20:00,2.6,,.2,0,39,2.9,-9.9,1023.3,1027.1,,,,,0,0,,,1860,,,.2,,,,
192,2019-01-04 21:00,2.5,,0,0,39,2.9,-10,1023.1,1026.9,,,,,9,9,,31,1677,,,.2,,,,
192,2019-01-04 22:00,1.7,,.2,0,44,3,-9.2,1023.3,1027.1,,,,,9,9,,32,1914,,,-.1,,,,
192,2019-01-04 23:00,1.2,,.5,110,50,3.3,-8,1022.6,1026.4,,,,,10,9,,30,1995,,,-.1,,,,
192,2019-01-05 00:00,1.4,,0,0,50,3.4,-7.9,1022.5,1026.3,,,,,10,7,,,2000,,,0,,,,
192,2019-01-05 01:00,1.4,,.3,0,52,3.5,-7.4,1022.3,1026.1,,,,,10,5,,25,1979,,,-.1,,,,
192,2019-01-05 02:00,1.1,,0,0,55,3.6,-6.9,1022.2,1026,,,,,10,1,,19,2000,,,0,,,,
192,2019-01-05 03:00,1.1,,.1,0,56,3.7,-6.7,1022,1025.8,,,,,10,8,,27,1884,,,-.1,,,,
192,2019-01-05 04:00,1.2,,.2,0,59,3.9,-5.9,1021.1,1024.9,,,,,10,8,,29,1976,,,-.1,,,,
192,2019-01-05 05:00,1.2,,.1,0,61,4.1,-5.5,1020.6,1024.4,,,,,10,10,,31,1985,,,-.1,,,,
192,2019-01-05 06:00,.6,,.3,0,69,4.4,-4.4,1021,1024.8,,,,,7,4,,32,1217,,,-1.4,,,,
192,2019-01-05 07:00,.8,,.1,0,69,4.5,-4.2,1021.2,1025,,,,,10,5,,32,1151,,,-1.7,,,,
192,2019-01-05 08:00,-1.1,,.1,0,76,4.3,-4.7,1021.4,1025.3,0,0,,,2,2,,41,842,,,-1.5,,,,
192,2019-01-05 09:00,1.4,,0,0,67,4.5,-4,1022,1025.8,.4,.31,,,9,4,,33,735,,,-.5,,,,
192,2019-01-05 10:00,3.9,,1,90,51,4.1,-5.3,1022.9,1026.7,.2,.52,,,9,9,,38,485,,,2.6,,,,
192,2019-01-05 11:00,5.5,,1.6,90,44,4,-5.8,1022.1,1025.9,1,1.32,,,3,1,,33,464,,,9.6,,,,
192,2019-01-05 12:00,7.4,,2.3,360,32,3.3,-8.2,1020.7,1024.4,1,1.89,,,7,2,,35,570,,,15.3,,,,
192,2019-01-05 13:00,8.4,,1.8,90,29,3.2,-8.6,1019.8,1023.5,1,1.89,,,6,6,,37,599,,,15.4,,,,
192,2019-01-05 14:00,9.6,,2.1,20,21,2.5,-11.7,1018.9,1022.6,1,1.77,,,0,0,,,959,,,14.8,,,,
192,2019-01-05 15:00,10.3,,2.9,360,14,1.7,-16.1,1018.5,1022.2,1,1.48,,,0,0,,,1274,,,12.9,,,,
192,2019-01-05 16:00,9.7,,3,340,17,2,-14.2,1019,1022.7,1,.99,,,0,0,,,1022,,,9.3,,,,
192,2019-01-05 17:00,8.4,,1.4,340,19,2.1,-13.9,1019,1022.7,.8,.37,,,4,0,,,1253,,,4.2,,,,
192,2019-01-05 18:00,3.9,,.5,360,33,2.7,-10.9,1019.6,1023.4,0,.02,,,,0,,,1197,,,-.2,,,,
192,2019-01-05 19:00,1.3,,.2,0,41,2.8,-10.5,1020.2,1024,,,,,0,0,,,916,,,-1.3,,,,
192,2019-01-05 20:00,-.8,,.1,0,49,2.8,-10.2,1020.9,1024.8,,,,,0,0,,,648,,,-2.5,,,,
192,2019-01-05 21:00,-1.9,,.2,0,54,2.9,-9.9,1021.2,1025.1,,,,,1,0,,,749,,,-3.5,,,,
192,2019-01-05 22:00,-2.9,,.2,0,57,2.8,-10.2,1021.3,1025.2,,,,,0,0,,,732,,,-4.5,,,,
192,2019-01-05 23:00,-3.5,,.1,0,59,2.8,-10.3,1021.4,1025.3,,,,,0,0,,,789,,,-5.4,,,,
192,2019-01-06 00:00,-4.3,,.4,0,59,2.6,-11.1,1021.5,1025.4,,,,,0,0,,,905,,,-6.1,,,,
192,2019-01-06 01:00,-4.8,,.2,0,59,2.5,-11.6,1021.7,1025.6,,,,,0,0,,,1021,,,-6.6,,,,
192,2019-01-06 02:00,-3.9,,.1,0,54,2.5,-11.8,1022.4,1026.3,,,,,9,8,,55,1236,,,-4.9,,,,
192,2019-01-06 03:00,-3.4,,.3,0,48,2.3,-12.8,1023,1026.9,,,,,9,8,,44,1826,,,-5.2,,,,
192,2019-01-06 04:00,-3.3,,.6,320,50,2.4,-12.2,1023.2,1027.1,,,,,9,8,,41,1827,,,-4.4,,,,
192,2019-01-06 05:00,-3.9,,0,0,49,2.3,-13,1022.6,1026.5,,,,,10,7,,41,1923,,,-5,,,,
192,2019-01-06 06:00,-4.8,,.3,0,54,2.3,-12.7,1022.9,1026.8,,,,,6,5,,42,1862,,,-6.7,,,,
192,2019-01-06 07:00,-4.8,,.1,0,52,2.2,-13.1,1023.2,1027.1,,,,,8,8,,39,1818,,,-5.9,,,,
192,2019-01-06 08:00,-4.6,,.1,0,53,2.3,-12.7,1023.4,1027.3,0,.01,,,9,8,,40,1542,,,-4.9,,,,
192,2019-01-06 09:00,-3.3,,.1,0,49,2.3,-12.5,1024,1027.9,.1,.2,,,9,8,,40,1591,,,-3.4,,,,
192,2019-01-06 10:00,.3,,.4,0,38,2.4,-12.3,1024.2,1028.1,.9,.86,,,0,0,,,1795,,,.4,,,,
192,2019-01-06 11:00,2.9,,.9,270,26,2,-14.7,1024.3,1028.1,1,1.46,,,0,0,,,1866,,,5.4,,,,
192,2019-01-06 12:00,5.2,,1.5,200,18,1.6,-17.2,1022.7,1026.5,1,1.93,,,0,0,,,1931,,,9,,,,
192,2019-01-06 13:00,7,,1.3,250,14,1.4,-18.7,1021.9,1025.6,1,2.05,,,0,0,,,1982,,,13.1,,,,
192,2019-01-06 14:00,8.4,,1.3,270,13,1.4,-18.5,1021.2,1024.9,1,1.94,,,0,0,,,2000,,,14.1,,,,
192,2019-01-06 15:00,8.9,,.8,340,11,1.3,-20,1021.3,1025,1,1.59,,,0,0,,,2000,,,12.6,,,,
192,2019-01-06 16:00,8.6,,1.4,230,13,1.5,-18.3,1021.3,1025,1,1.08,,,0,0,,,2000,,,9.1,,,,
192,2019-01-06 17:00,6.3,,1.3,200,23,2.2,-13.3,1021.3,1025.1,.8,.4,,,0,0,,,2000,,,2.9,,,,
192,2019-01-06 18:00,3.9,,1.2,320,32,2.6,-11.3,1022,1025.8,0,.01,,,0,0,,,2000,,,-1.3,,,,
192,2019-01-06 19:00,.2,,.4,0,37,2.3,-12.8,1022.9,1026.8,,,,,5,0,,,2000,,,-2.2,,,,
192,2019-01-06 20:00,-1.1,,.3,0,39,2.2,-13.3,1023.4,1027.3,,,,,6,0,,,2000,,,-3.1,,,,
192,2019-01-06 21:00,-2.6,,.1,0,42,2.1,-13.7,1023.6,1027.5,,,,,4,0,,,2000,,,-4.2,,,,
192,2019-01-06 22:00,-3.2,,.5,70,47,2.3,-12.9,1023.8,1027.7,,,,,5,2,,57,2000,,,-4.4,,,,
192,2019-01-06 23:00,-2.9,,.5,360,49,2.4,-12.1,1023.8,1027.7,,,,,10,7,,55,2000,,,-3.7,,,,
192,2019-01-07 00:00,-3.9,,.5,70,52,2.4,-12.3,1024,1027.9,,,,,8,8,,57,2000,,,-4.8,,,,
192,2019-01-07 01:00,-4.1,,0,0,53,2.4,-12.2,1023.9,1027.8,,,,,1,1,,,1989,,,-6.1,,,,
192,2019-01-07 02:00,-5.3,,.1,0,58,2.4,-12.2,1024,1027.9,,,,,0,0,,,2000,,,-6.8,,,,
192,2019-01-07 03:00,-5.8,,0,0,61,2.4,-12.1,1024,1027.9,,,,,0,0,,,2000,,,-7.3,,,,
192,2019-01-07 04:00,-6.4,,.1,0,64,2.4,-12.1,1023.7,1027.7,,,,,0,0,,,2000,,,-7.7,,,,
192,2019-01-07 05:00,-6.6,,.3,0,62,2.3,-12.6,1023.6,1027.6,,,,,0,0,,,2000,,,-7.8,,,,
192,2019-01-07 06:00,-6.8,,.1,0,65,2.4,-12.2,1024.1,1028.1,,,,,0,0,,,1970,,,-8.3,,,,
192,2019-01-07 07:00,-7.3,,.3,0,67,2.4,-12.3,1024.3,1028.3,,,,,9,0,,,1981,,,-8.5,,,,
192,2019-01-07 08:00,-7,,.1,0,68,2.5,-11.9,1024.5,1028.5,0,.02,,,9,0,,,1606,,,-7.8,,,,
192,2019-01-07 09:00,-3.6,,.1,0,55,2.6,-11.3,1024.9,1028.8,.7,.36,,,1,0,,,1103,,,-3.2,,,,
192,2019-01-07 10:00,.1,,.1,0,50,3.1,-9.1,1025.1,1029,1,.85,,,1,0,,,1779,,,.3,,,,
192,2019-01-07 11:00,2.5,,.7,270,28,2,-14.2,1024.7,1028.5,1,1.42,,,0,0,,,2000,,,4.7,,,,
192,2019-01-07 12:00,5.1,,.5,200,21,1.8,-15.4,1023.3,1027.1,1,1.75,,,0,0,,,1961,,,8.4,,,,
192,2019-01-07 13:00,6.5,,1.5,270,19,1.8,-15.5,1022.1,1025.9,1,1.86,,,0,0,,,1964,,,10.6,,,,
192,2019-01-07 14:00,8.3,,1.1,250,15,1.6,-16.8,1021.6,1025.3,1,1.74,,,0,0,,,1948,,,12,,,,
192,2019-01-07 15:00,8.7,,2,250,14,1.6,-17.3,1021.3,1025,1,1.39,,,0,0,,,1289,,,10.6,,,,
192,2019-01-07 16:00,8.6,,1.6,250,17,1.9,-15.1,1021.7,1025.4,1,.9,,,6,5,,45,1348,,,7.6,,,,
192,2019-01-07 17:00,7,,2.4,360,23,2.3,-12.7,1021.5,1025.2,.8,.43,,,6,0,,,1588,,,3.7,,,,
192,2019-01-07 18:00,4.4,,.4,0,31,2.6,-11.2,1021.7,1025.5,0,.03,,,6,0,,,1465,,,-.5,,,,
192,2019-01-07 19:00,1,,0,0,47,3.1,-9,1022.2,1026,,,,,6,5,,56,1284,,,-1,,,,
192,2019-01-07 20:00,.7,,.6,110,45,2.9,-9.9,1022.3,1026.1,,,,,7,7,,50,1247,,,-1.3,,,,
192,2019-01-07 21:00,.1,,.1,0,47,2.9,-9.9,1022.2,1026.1,,,,,8,8,,49,1181,,,-2.2,,,,
192,2019-01-07 22:00,-1.2,,.3,0,54,3,-9.3,1022.3,1026.2,,,,,8,5,,49,1141,,,-2.6,,,,
192,2019-01-07 23:00,-1.3,,.2,0,60,3.3,-8,1022.8,1026.7,,,,,10,9,,48,1019,,,-2.5,,,,
192,2019-01-08 00:00,-1.3,,.1,0,58,3.2,-8.5,1022.5,1026.4,,,,,9,9,,,1081,,,-2.5,,,,
192,2019-01-08 01:00,-2.4,,.1,0,63,3.2,-8.4,1022.2,1026.1,,,,,8,8,,45,993,,,-3.7,,,,
192,2019-01-08 02:00,-3.1,,.4,0,66,3.2,-8.5,1022.3,1026.2,,,,,6,6,,42,921,,,-4.5,,,,
192,2019-01-08 03:00,-4,,.3,0,71,3.2,-8.4,1022.3,1026.2,,,,,7,0,,,769,,,-5.6,,,,
192,2019-01-08 04:00,-4.5,,0,0,73,3.2,-8.6,1022.3,1026.2,,,,,6,0,,,726,,,-6.2,,,,
192,2019-01-08 05:00,-4.9,,.2,0,75,3.2,-8.6,1022.1,1026,,,,,8,5,,68,666,,,-6,,,,
192,2019-01-08 06:00,-4.5,,0,0,77,3.4,-7.9,1022.3,1026.2,,,,,10,9,,58,593,,,-5.1,,,,
192,2019-01-08 07:00,-4,,.2,0,77,3.5,-7.4,1022.5,1026.4,,,,,9,9,,58,620,,,-4.7,,,,
192,2019-01-08 08:00,-4.5,,0,0,81,3.6,-7.2,1022.6,1026.5,0,.01,,,9,8,,57,309,,,-5.5,,,,
192,2019-01-08 09:00,-1.5,,0,0,70,3.8,-6.2,1022.9,1026.8,.7,.38,,,1,1,,,531,,,-2,,,,
192,2019-01-08 10:00,2.7,,.2,0,53,3.9,-5.9,1023.1,1026.9,1,.99,,,0,0,,,788,,,1.5,,,,
192,2019-01-08 11:00,4.6,,1.4,270,36,3,-9.2,1022.8,1026.6,1,1.46,,,0,0,,,1010,,,5.7,,,,
192,2019-01-08 12:00,6.1,,2.1,250,27,2.5,-11.5,1021.6,1025.4,1,1.8,,,0,0,,,1344,,,10,,,,
192,2019-01-08 13:00,7.4,,1.2,230,23,2.4,-12.4,1020.2,1023.9,1,1.93,,,0,0,,,1505,,,13.7,,,,
192,2019-01-08 14:00,7.9,,1.5,230,24,2.6,-11.4,1019.7,1023.4,1,1.78,,,1,0,,,1237,,,14.1,,,,
192,2019-01-08 15:00,7.6,,3.3,360,22,2.3,-12.8,1019.7,1023.4,1,1.36,,,5,1,,73,1977,,,11.6,,,,
192,2019-01-08 16:00,6.7,,2.8,360,22,2.2,-13.5,1020.1,1023.8,1,.97,,,4,2,,65,2000,,,8.1,,,,
192,2019-01-08 17:00,4.7,,3.6,360,26,2.2,-13.2,1020.8,1024.6,.8,.41,,,4,1,,,1997,,,3,,,,
192,2019-01-08 18:00,3.1,,2.9,360,31,2.4,-12.4,1021.7,1025.5,0,.03,,,8,7,,65,1969,,,.2,,,,
192,2019-01-08 19:00,2,,2.5,20,33,2.3,-12.6,1023,1026.8,,,,,3,3,,65,2000,,,-1.5,,,,
192,2019-01-08 20:00,1.2,,1.8,50,26,1.7,-16.2,1023.9,1027.7,,,,,0,0,,,2000,,,-2,,,,
192,2019-01-08 21:00,.6,,2,70,24,1.5,-17.7,1024.5,1028.4,,,,,0,0,,,2000,,,-3.2,,,,
192,2019-01-08 22:00,.1,,2.3,340,29,1.8,-15.8,1024.8,1028.7,,,,,0,0,,,2000,,,-3.9,,,,
192,2019-01-08 23:00,-.2,,2,340,30,1.8,-15.7,1024.7,1028.6,,,,,5,0,,,1997,,,-3.9,,,,
192,2019-01-09 00:00,-.8,,1.4,50,30,1.7,-16.2,1025.5,1029.4,,,,,10,0,,,2000,,,-4.3,,,,
192,2019-01-09 01:00,-1.1,,1.5,50,32,1.8,-15.7,1026.5,1030.4,,,,,10,1,,75,2000,,,-4.2,,,,
192,2019-01-09 02:00,-1.5,,1.6,20,32,1.8,-16,1027.5,1031.4,,,,,7,1,,72,2000,,,-4.3,,,,
192,2019-01-09 03:00,-1.5,,2.1,360,30,1.6,-16.8,1028,1031.9,,,,,10,9,,62,2000,,,-3.9,,,,
