지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
192,2017-01-02 06:00,.5,,.6,70,85,5.4,-1.7,1019.4,1023.2,,,,,,,,,549,,,-.3,,,,
192,2017-01-02 07:00,0,,0,0,86,5.3,-2,1019.9,1023.7,,,,,,,,,483,,,-.3,,,,
192,2017-01-02 08:00,-.7,,0,0,87,5.1,-2.5,1020.3,1024.2,0,.01,,,,,,,344,,,-.6,,,,
192,2017-01-02 09:00,1.6,,.2,0,88,6.1,-.1,1020.1,1023.9,.8,.19,,,,,,,483,,,-.3,,,,
192,2017-01-02 10:00,4.5,,.9,270,79,6.6,1.1,1020.5,1024.3,1,.57,,,,,,,611,,,3.8,,,,
192,2017-01-02 11:00,8.9,,.4,0,59,6.7,1.3,1020,1023.7,1,.91,,,,,,,834,,,8.8,,,,
192,2017-01-02 12:00,10.3,,1,70,49,6.1,0,1019.1,1022.8,1,1.14,,,,,,,1169,,,12.2,,,,
192,2017-01-02 13:00,12.2,,1.5,270,42,6,-.3,1017.7,1021.4,1,1.22,,,,,,,1712,,,13.9,,,,
192,2017-01-02 14:00,13.3,,.9,20,38,5.8,-.7,1017,1020.6,1,1.14,,,,,,,1452,,,14.5,,,,
192,2017-01-02 15:00,12.9,,1.6,70,39,5.8,-.7,1016.8,1020.4,.6,.67,,,,,,,1829,,,11.9,,,,
192,2017-01-02 16:00,12.9,,1.4,70,40,6,-.3,1017.2,1020.8,.5,.5,,,,,,,1902,,,11.1,,,,
192,2017-01-02 17:00,11.4,,.2,0,50,6.7,1.3,1017.3,1021,0,.12,,,,,,,1849,,,8.7,,,,
192,2017-01-02 18:00,8.4,,.8,320,64,7,1.9,1017.8,1021.5,0,0,,,,,,,1701,,,5.8,,,,
192,2017-01-02 19:00,5.6,,.5,320,72,6.5,.9,1017.7,1021.5,,,,,,,,,1187,,,3.8,,,,
192,2017-01-02 20:00,3.7,,.8,340,78,6.2,.2,1018.1,1021.9,,,,,,,,,968,,,2.5,,,,
192,2017-01-02 21:00,2,,0,0,82,5.8,-.7,1018.4,1022.2,,,,,,,,,823,,,1.4,,,,
192,2017-01-02 22:00,1.3,,0,0,85,5.7,-.9,1018.3,1022.1,,,,,,,,,854,,,.6,,,,
192,2017-01-02 23:00,.5,,0,0,86,5.5,-1.5,1018.6,1022.4,,,,,,,,,749,,,.2,,,,
192,2017-01-03 00:00,-.1,,0,0,87,5.3,-2,1018.4,1022.2,,,,,,,,,576,,,0,,,,
192,2017-01-03 01:00,-.9,,0,0,88,5,-2.6,1018,1021.9,,,,,,,,,542,,,-.2,,,,
192,2017-01-03 02:00,-1.4,,0,0,89,4.9,-2.9,1018.5,1022.4,,,,,,,,,540,,,-.6,,,,
192,2017-01-03 03:00,-1.8,,.1,0,89,4.8,-3.3,1019.2,1023.1,,,,,,,,,489,,,-1,,,,
192,2017-01-03 04:00,-2,,.1,0,90,4.8,-3.4,1019.5,1023.4,,,,,,,,,501,,,-1.2,,,,
192,2017-01-03 05:00,-2.3,,.1,0,90,4.6,-3.7,1019.3,1023.2,,,,,,,,,438,,,-1.4,,,,
192,2017-01-03 06:00,-1.5,,0,0,90,4.9,-2.9,1019.6,1023.5,,,,,,,,,151,,,-.8,,,,
192,2017-01-03 07:00,-1,,1.2,270,91,5.2,-2.2,1020.2,1024.1,,,,,,,,,66,,,-.9,,,,
192,2017-01-03 08:00,-1.5,,.2,0,91,5,-2.7,1020.5,1024.4,0,0,,,,,,,21,,,-.8,,,,
192,2017-01-03 09:00,-.8,,.1,0,91,5.3,-2,1020.9,1024.8,0,.13,,,,,,,23,,,-.5,,,,
192,2017-01-03 10:00,1.1,,.1,0,91,6,-.2,1021.8,1025.6,0,.36,,,,,,,18,,,.3,,,,
192,2017-01-03 11:00,5.3,,.7,230,92,8.1,4,1021.7,1025.5,.9,.93,,,,,,,757,,,6.7,,,,
192,2017-01-03 12:00,8.2,,.9,270,38,4.1,-5.3,1020.6,1024.3,1,1.19,,,,,,,1046,,,10.6,,,,
192,2017-01-03 13:00,9.5,,.8,320,30,3.6,-7.2,1019.7,1023.4,1,1.28,,,,,,,1179,,,12.4,,,,
192,2017-01-03 14:00,11.1,,.4,0,30,4,-5.8,1018.9,1022.6,1,1.2,,,,,,,1233,,,13.1,,,,
192,2017-01-03 15:00,11.3,,1.3,290,28,3.8,-6.5,1018.6,1022.3,1,.98,,,,,,,1305,,,12,,,,
192,2017-01-03 16:00,11.7,,.8,200,27,3.7,-6.7,1018.5,1022.2,1,.65,,,,,,,1212,,,9.6,,,,
192,2017-01-03 17:00,9.6,,.5,200,35,4.2,-5.1,1018.7,1022.4,.7,.23,,,,,,,1151,,,6.1,,,,
192,2017-01-03 18:00,6.3,,.7,200,50,4.8,-3.3,1018.8,1022.6,0,.01,,,,,,,855,,,3.5,,,,
192,2017-01-03 19:00,3.1,,.2,0,64,4.9,-3,1018.9,1022.7,,,,,,,,,650,,,1.8,,,,
192,2017-01-03 20:00,1.3,,0,0,73,4.9,-3,1019.2,1023,,,,,,,,,484,,,.7,,,,
192,2017-01-03 21:00,.2,,0,0,77,4.8,-3.3,1019.5,1023.3,,,,,,,,,501,,,.4,,,,
192,2017-01-03 22:00,-.8,,0,0,79,4.6,-3.9,1019.6,1023.5,,,,,,,,,453,,,0,,,,
192,2017-01-03 23:00,-1.3,,.4,0,82,4.6,-3.9,1019.4,1023.3,,,,,,,,,432,,,-.3,,,,
192,2017-01-04 00:00,-2.2,,0,0,84,4.4,-4.5,1019.2,1023.1,,,,,,,,,391,,,-.8,,,,
192,2017-01-04 01:00,-2.5,,0,0,85,4.3,-4.6,1019.1,1023,,,,,,,,,420,,,-1.1,,,,
192,2017-01-04 02:00,-3.1,,.1,0,86,4.2,-5.1,1019.5,1023.4,,,,,,,,,380,,,-1.3,,,,
192,2017-01-04 03:00,-3.3,,0,0,87,4.2,-5.1,1019.5,1023.4,,,,,,,,,440,,,-1.5,,,,
192,2017-01-04 04:00,-3.7,,0,0,88,4.1,-5.4,1019.2,1023.1,,,,,,,,,494,,,-1.6,,,,
192,2017-01-04 05:00,-4.2,,0,0,88,4,-5.8,1019.2,1023.1,,,,,,,,,485,,,-1.6,,,,
192,2017-01-04 06:00,-4.1,,0,0,88,4,-5.7,1019.2,1023.1,,,,,,,,,536,,,-1.7,,,,
192,2017-01-04 07:00,-3.9,,.3,0,88,4.1,-5.5,1019.7,1023.6,,,,,,,,,538,,,-1.7,,,,
192,2017-01-04 08:00,-3.6,,.2,0,88,4.1,-5.3,1020.3,1024.2,0,0,,,,,,,566,,,-1.5,,,,
192,2017-01-04 09:00,-2.1,,0,0,88,4.6,-3.8,1020.7,1024.6,.1,.13,,,,,,,606,,,-.7,,,,
192,2017-01-04 10:00,1.1,,.8,270,84,5.6,-1.3,1021.5,1025.3,.5,.34,,,,,,,622,,,-.4,,,,
192,2017-01-04 11:00,3.8,,.5,290,72,5.8,-.7,1021.4,1025.2,.6,.63,,,,,,,785,,,.6,,,,
192,2017-01-04 12:00,7.7,,.5,200,48,5,-2.6,1020.2,1023.9,1,.94,,,,,,,818,,,5.2,,,,
192,2017-01-04 13:00,9.4,,.9,70,42,5,-2.8,1019.2,1022.9,1,1.1,,,,,,,667,,,10.1,,,,
192,2017-01-04 14:00,10.9,,.9,110,39,5.1,-2.5,1018.6,1022.3,1,1.07,,,,,,,678,,,11.8,,,,
192,2017-01-04 15:00,11.2,,.7,270,38,5,-2.6,1018.2,1021.9,1,.71,,,,,,,729,,,10,,,,
192,2017-01-04 16:00,11.1,,0,0,38,5,-2.7,1018,1021.7,.5,.42,,,,,,,706,,,9.1,,,,
192,2017-01-04 17:00,9.9,,0,0,47,5.7,-.9,1018.5,1022.2,.7,.29,,,,,,,743,,,7.1,,,,
192,2017-01-04 18:00,5.9,,0,0,60,5.6,-1.2,1019,1022.8,0,.02,,,,,,,619,,,3.7,,,,
192,2017-01-04 19:00,3.7,,0,0,71,5.7,-1,1019.7,1023.5,,,,,,,,,459,,,2,,,,
192,2017-01-04 20:00,1.8,,0,0,76,5.3,-1.9,1019.5,1023.3,,,,,,,,,371,,,.8,,,,
192,2017-01-04 21:00,.7,,0,0,80,5.2,-2.3,1020.1,1023.9,,,,,,,,,332,,,.4,,,,
192,2017-01-04 22:00,-.1,,0,0,83,5,-2.6,1020.4,1024.2,,,,,,,,,293,,,.1,,,,
192,2017-01-04 23:00,-.7,,0,0,85,4.9,-2.9,1020.5,1024.4,,,,,,,,,239,,,-.2,,,,
192,2017-01-05 00:00,-1.5,,0,0,86,4.7,-3.5,1020.8,1024.7,,,,,,,,,217,,,-.5,,,,
192,2017-01-05 01:00,-1.9,,0,0,87,4.6,-3.7,1021.1,1025,,,,,,,,,213,,,-.8,,,,
192,2017-01-05 02:00,-2.3,,0,0,88,4.5,-4,1021.2,1025.1,,,,,,,,,201,,,-1,,,,
192,2017-01-05 03:00,-2.5,,0,0,88,4.5,-4.2,1021.3,1025.2,,,,,,,,,227,,,-1.1,,,,
192,2017-01-05 04:00,-2.4,,0,0,89,4.6,-3.9,1021.1,1025,,,,,,,,,222,,,-1.2,,,,
192,2017-01-05 05:00,-2.4,,0,0,89,4.6,-3.9,1021.2,1025.1,,,,,,,,,233,,,-1.1,,,,
192,2017-01-05 06:00,-2,,.6,70,90,4.8,-3.4,1021.3,1025.2,,,,,,,,,280,,,-1,,,,
192,2017-01-05 07:00,-1.8,,.2,0,89,4.8,-3.3,1022,1025.9,,,,,,,,,296,,,-.9,,,,
192,2017-01-05 08:00,-1.6,,0,0,89,4.9,-3.1,1022.2,1026.1,0,0,,,,,,,257,,,-.9,,,,
192,2017-01-05 09:00,-.7,,0,0,89,5.2,-2.2,1022.9,1026.8,0,.13,,,,,,,323,,,-.6,,,,
192,2017-01-05 10:00,4,,.2,0,83,6.7,1.3,1023.4,1027.2,.8,.52,,,,,,,493,,,.1,,,,
192,2017-01-05 11:00,6.8,,.2,0,52,5.2,-2.3,1023.6,1027.4,.7,.67,,,,,,,581,,,3.1,,,,
192,2017-01-05 12:00,9.2,,.6,270,44,5.1,-2.4,1023,1026.7,.5,.71,,,,,,,653,,,8.1,,,,
192,2017-01-05 13:00,9.7,,1.8,70,45,5.4,-1.6,1022.2,1025.9,0,.63,,,,,,,787,,,8.9,,,,
192,2017-01-05 14:00,10,,3.5,70,50,6.1,0,1022,1025.7,0,.55,,,,,,,1718,,,9,,,,
192,2017-01-05 15:00,10.1,,1.2,50,50,6.2,.1,1022.2,1025.9,0,.35,,,,,,,1290,,,8.7,,,,
192,2017-01-05 16:00,9.8,,1.5,70,52,6.2,.3,1022.4,1026.1,0,.23,,,,,,,1288,,,7.6,,,,
192,2017-01-05 17:00,9.1,,1.9,20,53,6.1,0,1023.1,1026.8,0,.06,,,,,,,1563,,,6.4,,,,
192,2017-01-05 18:00,8.3,,1.4,20,58,6.3,.5,1023.6,1027.3,0,0,,,,,,,1533,,,5.6,,,,
192,2017-01-05 19:00,7.9,,1.2,20,61,6.5,.8,1024,1027.7,,,,,,,,,1692,,,5.4,,,,
192,2017-01-05 20:00,7.6,,1.7,20,63,6.5,.9,1024.7,1028.4,,,,,,,,,2000,,,4.9,,,,
192,2017-01-05 21:00,7.1,,.9,20,63,6.3,.5,1024.6,1028.4,,,,,,,,,2000,,,4.4,,,,
192,2017-01-05 22:00,6.9,,1.4,360,63,6.2,.3,1024.7,1028.5,,,,,,,,,2000,,,4.5,,,,
192,2017-01-05 23:00,6.7,,1.8,360,63,6.2,.1,1025.1,1028.9,,,,,,,,,2000,,,4.3,,,,
192,2017-01-06 00:00,6.3,,1.7,20,63,6,-.2,1024.6,1028.4,,,,,,,,,2000,,,4,,,,
192,2017-01-06 01:00,6.1,,1.2,20,64,6,-.2,1024.5,1028.3,,,,,,,,,2000,,,4,,,,
192,2017-01-06 02:00,6,,1.5,20,64,6,-.3,1024.5,1028.3,,,,,,,,,2000,,,4,,,,
192,2017-01-06 03:00,5.5,,.7,20,66,6,-.3,1024.5,1028.3,,,,,,,,,2000,,,3.7,,,,
192,2017-01-06 04:00,5.6,,1.5,20,65,5.9,-.4,1024.6,1028.4,,,,,,,,,2000,,,3.6,,,,
192,2017-01-06 05:00,5.4,,1.3,20,66,5.9,-.4,1024.3,1028.1,,,,,,,,,2000,,,3.6,,,,
192,2017-01-06 06:00,5.2,,.6,20,66,5.8,-.6,1024.3,1028.1,,,,,,,,,2000,,,3.4,,,,
192,2017-01-06 07:00,5.1,,1.3,360,65,5.7,-.9,1025,1028.8,,,,,,,,,2000,,,3.2,,,,
192,2017-01-06 08:00,4.6,,.5,20,67,5.7,-1,1025.1,1028.9,0,0,,,,,,,1919,,,3.1,,,,
192,2017-01-06 09:00,5.5,,.5,70,64,5.8,-.7,1025.2,1029,.2,.12,,,,,,,689,,,4.7,,,,
192,2017-01-06 10:00,7.5,,1.4,360,55,5.7,-.9,1025.3,1029.1,.6,.52,,,,,,,1899,,,7.6,,,,
192,2017-01-06 11:00,8.4,,2.2,50,49,5.4,-1.7,1024.6,1028.3,1,.97,,,,,,,1625,,,10.6,,,,
192,2017-01-06 12:00,9.2,,2.4,90,42,4.9,-3,1023.5,1027.2,1,1.19,,,,,,,1982,,,13,,,,
192,2017-01-06 13:00,9.7,,2.5,90,40,4.8,-3.2,1022.5,1026.2,1,1.32,,,,,,,1994,,,14.2,,,,
192,2017-01-06 14:00,10.2,,2.8,90,39,4.9,-3.1,1021.9,1025.6,1,1.22,,,,,,,1799,,,14.2,,,,
192,2017-01-06 15:00,11,,2.2,90,37,4.9,-3.1,1021.6,1025.3,1,1.02,,,,,,,1773,,,13.5,,,,
192,2017-01-06 16:00,10.5,,1.8,90,40,5.1,-2.5,1021.3,1025,1,.69,,,,,,,2000,,,11,,,,
192,2017-01-06 17:00,9,,1.2,90,45,5.2,-2.3,1021.4,1025.1,.8,.26,,,,,,,2000,,,7.6,,,,
192,2017-01-06 18:00,7.7,,.6,50,50,5.3,-2,1021.8,1025.5,0,.01,,,,,,,2000,,,5.1,,,,
192,2017-01-06 19:00,4.6,,.4,0,61,5.2,-2.2,1022.1,1025.9,,,,,,,,,1852,,,3.4,,,,
192,2017-01-06 20:00,2.9,,0,0,69,5.2,-2.2,1022.2,1026,,,,,,,,,1474,,,2.2,,,,
192,2017-01-06 21:00,1.7,,0,0,75,5.2,-2.2,1022.3,1026.1,,,,,,,,,1298,,,1.2,,,,
192,2017-01-06 22:00,.6,,.5,110,79,5,-2.6,1021.8,1025.6,,,,,,,,,1143,,,.7,,,,
192,2017-01-06 23:00,-.2,,.1,0,81,4.9,-3,1021.9,1025.8,,,,,,,,,1068,,,.4,,,,
192,2017-01-07 00:00,-.5,,.1,0,84,5,-2.8,1021.5,1025.4,,,,,,,,,1007,,,.1,,,,
192,2017-01-07 01:00,-1.1,,.4,0,86,4.9,-3.1,1021.6,1025.5,,,,,,,,,744,,,-.1,,,,
192,2017-01-07 02:00,-1.8,,0,0,87,4.7,-3.6,1021.6,1025.5,,,,,,,,,706,,,-.4,,,,
192,2017-01-07 03:00,-2.1,,0,0,88,4.6,-3.8,1021.1,1025,,,,,,,,,543,,,-.7,,,,
192,2017-01-07 04:00,-2.4,,.1,0,89,4.6,-3.9,1020.7,1024.6,,,,,,,,,576,,,-.9,,,,
192,2017-01-07 05:00,-2.7,,0,0,89,4.5,-4.2,1020.5,1024.4,,,,,,,,,568,,,-1.1,,,,
192,2017-01-07 06:00,-2.9,,.2,0,89,4.4,-4.4,1020.7,1024.6,,,,,,,,,468,,,-1.3,,,,
192,2017-01-07 07:00,-2.8,,.5,50,90,4.5,-4.2,1020.5,1024.4,,,,,,,,,461,,,-1.3,,,,
192,2017-01-07 08:00,-2.6,,0,0,90,4.5,-4,1020.6,1024.5,0,0,,,,,,,365,,,-1,,,,
192,2017-01-07 09:00,-.8,,.3,0,90,5.2,-2.2,1021,1024.9,0,.14,,,,,,,411,,,-.5,,,,
192,2017-01-07 10:00,2.1,,.1,0,88,6.2,.3,1020.8,1024.6,.6,.42,,,,,,,660,,,-.1,,,,
192,2017-01-07 11:00,3.8,,.7,160,74,5.9,-.4,1020.3,1024.1,.6,.63,,,,,,,814,,,3.8,,,,
192,2017-01-07 12:00,6.9,,.7,200,59,5.9,-.5,1018.8,1022.5,.5,.84,,,,,,,1201,,,9.1,,,,
192,2017-01-07 13:00,7.9,,1.4,70,53,5.6,-1.1,1017.2,1020.9,.2,.71,,,,,,,1207,,,9.4,,,,
192,2017-01-07 14:00,8.8,,1,70,50,5.7,-1,1015.7,1019.4,0,.56,,,,,,,1540,,,9.6,,,,
192,2017-01-07 15:00,8.9,,.9,320,52,5.9,-.4,1015.4,1019.1,.4,.6,,,,,,,1560,,,10,,,,
192,2017-01-07 16:00,9,,.3,0,52,6,-.3,1015.4,1019.1,0,.25,,,,,,,1792,,,8.1,,,,
192,2017-01-07 17:00,8.7,,1,110,52,5.8,-.6,1015.4,1019.1,0,.1,,,,,,,1601,,,6.9,,,,
192,2017-01-07 18:00,8.1,,.6,50,54,5.8,-.6,1015.2,1018.9,0,0,,,,,,,1704,,,6,,,,
192,2017-01-07 19:00,7.5,,.3,0,57,5.9,-.4,1015.1,1018.8,,,,,,,,,1554,,,5.6,,,,
192,2017-01-07 20:00,6.7,,.4,0,62,6.1,0,1015.2,1018.9,,,,,,,,,1336,,,5.3,,,,
192,2017-01-07 21:00,7,,.4,0,58,5.8,-.7,1015.1,1018.8,,,,,,,,,1710,,,5.1,,,,
192,2017-01-07 22:00,6.4,,.2,0,63,6.1,-.1,1015.2,1018.9,,,,,,,,,1829,,,5,,,,
192,2017-01-07 23:00,5.8,,.2,0,68,6.2,.3,1015.1,1018.8,,,,,,,,,1610,,,4.8,,,,
192,2017-01-08 00:00,5.3,0,.4,0,69,6.1,0,1014.7,1018.5,,,,,,,,,1131,,,4.7,,,,
192,2017-01-08 01:00,4.8,,.2,0,79,6.8,1.4,1014.2,1017.9,,,,,,,,,371,,,4.7,,,,
192,2017-01-08 02:00,4.8,,.6,320,84,7.2,2.3,1013.7,1017.4,,,,,,,,,294,,,4.7,,,,
192,2017-01-08 03:00,4.7,2.4,0,0,85,7.2,2.3,1013.4,1017.1,,,,,,,,,175,,,4.6,,,,
192,2017-01-08 04:00,4.7,,0,0,86,7.3,2.5,1012.7,1016.4,,,,,,,,,208,,,4.6,,,,
192,2017-01-08 05:00,4.5,,0,0,87,7.3,2.5,1011.9,1015.6,,,,,,,,,162,,,4.5,,,,
192,2017-01-08 06:00,4.6,.5,0,0,87,7.4,2.6,1011.2,1014.9,,,,,,,,,242,,,4.4,,,,
192,2017-01-08 07:00,4.7,,.1,0,90,7.6,3.1,1011.1,1014.8,,,,,,,,,248,,,4.4,,,,
192,2017-01-08 08:00,4.6,,0,0,90,7.6,3,1011.2,1014.9,0,0,,,,,,,208,,,4.5,,,,
192,2017-01-08 09:00,5.4,,0,0,90,8,3.8,1011.5,1015.2,0,.07,,,,,,,378,,,5.7,,,,
192,2017-01-08 10:00,8.2,,.7,270,90,9.7,6.6,1011.5,1015.2,.4,.51,,,,,,,1862,,,9.4,,,,
192,2017-01-08 11:00,9.7,,1.7,320,64,7.7,3.2,1011,1014.7,.4,.69,,,,,,,2000,,,11.3,,,,
192,2017-01-08 12:00,10.3,,1.8,320,61,7.6,3,1009.7,1013.4,0,.55,,,,,,,2000,,,11.7,,,,
192,2017-01-08 13:00,11.2,,1.6,340,55,7.3,2.4,1008.9,1012.5,0,.69,,,,,,,2000,,,13.1,,,,
192,2017-01-08 14:00,11.1,,1.5,290,55,7.2,2.3,1008.2,1011.8,0,.69,,,,,,,2000,,,13.2,,,,
192,2017-01-08 15:00,12.3,,2.1,20,50,7.1,2.1,1007.7,1011.3,.7,.85,,,,,,,2000,,,13.5,,,,
192,2017-01-08 16:00,12.6,,2.3,340,48,7,1.8,1007.4,1011,1,.73,,,,,,,2000,,,12.1,,,,
192,2017-01-08 17:00,11.4,,.9,50,52,7,1.8,1007.5,1011.1,.8,.25,,,,,,,2000,,,8.9,,,,
192,2017-01-08 18:00,7.9,,.6,320,67,7.1,2.1,1007.7,1011.4,0,.01,,,,,,,2000,,,6.7,,,,
192,2017-01-08 19:00,7.3,,.7,340,75,7.6,3.1,1008,1011.7,,,,,,,,,2000,,,6.4,,,,
192,2017-01-08 20:00,6.3,,.6,320,79,7.5,2.9,1008.2,1011.9,,,,,,,,,2000,,,5.2,,,,
192,2017-01-08 21:00,5.5,,.4,0,84,7.6,3,1008.6,1012.3,,,,,,,,,1842,,,4.6,,,,
192,2017-01-08 22:00,5.1,,.3,0,84,7.4,2.6,1008.5,1012.2,,,,,,,,,1438,,,4.5,,,,
192,2017-01-08 23:00,4.7,,.2,0,86,7.3,2.5,1008.3,1012,,,,,,,,,1235,,,4.1,,,,
192,2017-01-09 00:00,4.1,,.2,0,87,7.1,2.1,1008.2,1011.9,,,,,,,,,1171,,,3.7,,,,
192,2017-01-09 01:00,3.7,,.2,0,88,7,1.8,1008.1,1011.8,,,,,,,,,640,,,3.1,,,,
192,2017-01-09 02:00,2.9,,0,0,89,6.7,1.2,1008.4,1012.2,,,,,,,,,687,,,3,,,,
192,2017-01-09 03:00,3.3,,.4,0,89,6.9,1.6,1008.8,1012.6,,,,,,,,,946,,,3.3,,,,
192,2017-01-09 04:00,2.8,,.1,0,90,6.7,1.3,1009,1012.8,,,,,,,,,627,,,2,,,,
192,2017-01-09 05:00,2.8,,.3,0,90,6.7,1.3,1009.1,1012.9,,,,,,,,,596,,,2.4,,,,
192,2017-01-09 06:00,4,,1,340,90,7.3,2.5,1009.4,1013.1,,,,,,,,,1304,,,2.7,,,,
192,2017-01-09 07:00,6.2,,2.3,20,78,7.4,2.6,1010.2,1013.9,,,,,,,,,1411,,,3.4,,,,
192,2017-01-09 08:00,5.6,,1.8,340,54,4.9,-2.9,1011,1014.7,0,.01,,,,,,,1354,,,2.6,,,,
192,2017-01-09 09:00,6,,1,250,52,4.9,-3.1,1011.7,1015.4,.6,.17,,,,,,,1378,,,3.6,,,,
192,2017-01-09 10:00,6.6,,4.1,340,48,4.7,-3.6,1012.4,1016.1,.1,.27,,,,,,,1246,,,4.9,,,,
192,2017-01-09 11:00,8.1,,3.3,340,42,4.5,-4,1012.5,1016.2,.9,1.01,,,,,,,1111,,,10.4,,,,
192,2017-01-09 12:00,8.8,,4.8,340,38,4.3,-4.7,1011.9,1015.6,1,1.18,,,,,,,1304,,,11.2,,,,
192,2017-01-09 13:00,9,,4.3,360,33,3.8,-6.4,1011.6,1015.3,1,1.2,,,,,,,1123,,,11.6,,,,
192,2017-01-09 14:00,9.1,,3.9,360,33,3.8,-6.3,1011.1,1014.8,1,1.2,,,,,,,1047,,,11.9,,,,
192,2017-01-09 15:00,9.2,,4.4,360,30,3.5,-7.5,1011.3,1015,1,.99,,,,,,,1395,,,10.5,,,,
192,2017-01-09 16:00,9,,3.7,340,29,3.3,-8.1,1011.6,1015.3,1,.69,,,,,,,1818,,,8.5,,,,
