지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
192,2016-01-02 17:00,8.5,,.2,0,57,6.3,.4,1018.3,1022,.8,.25,,,,,,,700,,,5.6,,,,
192,2016-01-02 18:00,5.6,,.2,0,68,6.2,.1,1018.2,1022,0,.01,,,,,,,500,,,3.3,,,,
192,2016-01-02 19:00,3.9,,0,0,76,6.1,0,1018.5,1022.3,,,,,,,,,450,,,2.1,,,,
192,2016-01-02 20:00,2.3,,.1,0,81,5.8,-.6,1018.4,1022.2,,,,,,,,,430,,,1,,,,
192,2016-01-02 21:00,1.3,,.2,0,84,5.6,-1.1,1018.7,1022.5,,,,,,,,,350,,,.2,,,,
192,2016-01-02 22:00,.4,,.1,0,86,5.4,-1.6,1018.3,1022.1,,,,,,,,,360,,,-.1,,,,
192,2016-01-02 23:00,-.3,,.2,0,87,5.2,-2.2,1018,1021.8,,,,,,,,,300,,,-.5,,,,
192,2016-01-03 00:00,-.7,,.1,0,88,5.1,-2.4,1018,1021.8,,,,,,,,,290,,,-.7,,,,
192,2016-01-03 01:00,-1.4,,0,0,89,4.9,-2.9,1017.5,1021.4,,,,,,,,,290,,,-.9,,,,
192,2016-01-03 02:00,-1.8,,.2,0,89,4.8,-3.3,1017.5,1021.4,,,,,,,,,250,,,-1,,,,
192,2016-01-03 03:00,-1.9,,.1,0,89,4.8,-3.4,1017.2,1021.1,,,,,,,,,290,,,-1.1,,,,
192,2016-01-03 04:00,-2.1,,.1,0,90,4.7,-3.5,1016.9,1020.8,,,,,,,,,280,,,-1.1,,,,
192,2016-01-03 05:00,-2,,.3,0,90,4.8,-3.4,1016.6,1020.5,,,,,,,,,290,,,-1,,,,
192,2016-01-03 06:00,-1.9,,.3,0,90,4.8,-3.3,1016.7,1020.6,,,,,,,,,290,,,-1.1,,,,
192,2016-01-03 07:00,-2,,.3,0,90,4.8,-3.4,1017,1020.9,,,,,,,,,270,,,-.9,,,,
192,2016-01-03 08:00,-1.3,,.3,0,90,5,-2.7,1017.4,1021.3,0,.01,,,,,,,270,,,-.5,,,,
192,2016-01-03 09:00,-.6,,.2,0,90,5.3,-2,1018,1021.8,0,.16,,,,,,,200,,,0,,,,
192,2016-01-03 10:00,.7,,.1,0,90,5.8,-.7,1018,1021.8,0,.31,,,,,,,250,,,1.7,,,,
192,2016-01-03 11:00,4.7,,.6,200,87,7.4,2.7,1017.6,1021.4,.7,1.08,,,,,,,480,,,9,,,,
192,2016-01-03 12:00,9,,.8,200,65,7.4,2.7,1016.4,1020.1,1,1.75,,,,,,,700,,,13.4,,,,
192,2016-01-03 13:00,11,,.3,0,56,7.3,2.5,1015.2,1018.9,1,1.31,,,,,,,600,,,14.8,,,,
192,2016-01-03 14:00,13,,.8,270,49,7.3,2.5,1014.4,1018,1,1.47,,,,,,,800,,,15.5,,,,
192,2016-01-03 15:00,14,,.8,70,45,7.2,2.2,1013.8,1017.4,1,1.33,,,,,,,1000,,,14.9,,,,
192,2016-01-03 16:00,13.5,,2.7,140,50,7.7,3.2,1014.1,1017.7,1,.9,,,,,,,1000,,,12.1,,,,
192,2016-01-03 17:00,11.7,,.7,200,58,7.9,3.6,1014.3,1018,.8,.32,,,,,,,800,,,7.9,,,,
192,2016-01-03 18:00,9.7,,.8,140,65,7.8,3.4,1014.7,1018.4,0,0,,,,,,,800,,,5.2,,,,
192,2016-01-03 19:00,8.1,,1.4,180,68,7.3,2.5,1014.9,1018.6,,,,,,,,,700,,,4.1,,,,
192,2016-01-03 20:00,4.7,,.1,0,48,4.1,-5.4,1015.2,1019,,,,,,,,,300,,,2.6,,,,
192,2016-01-03 21:00,3.3,,.3,0,86,6.6,1.1,1015.9,1019.7,,,,,,,,,310,,,1.5,,,,
192,2016-01-03 22:00,1.9,,.2,0,88,6.2,.1,1016.1,1019.9,,,,,,,,,420,,,.7,,,,
192,2016-01-03 23:00,1.4,,.6,110,89,6,-.2,1016.2,1020,,,,,,,,,140,,,.3,,,,
192,2016-01-04 00:00,.4,,0,0,89,5.6,-1.2,1016.1,1019.9,,,,,,,,,220,,,-.2,,,,
192,2016-01-04 01:00,-.2,,.2,0,90,5.4,-1.6,1015.8,1019.6,,,,,,,,,110,,,-.2,,,,
192,2016-01-04 02:00,-.3,,.3,0,90,5.4,-1.7,1015.8,1019.6,,,,,,,,,60,,,.2,,,,
192,2016-01-04 03:00,0,,0,0,91,5.6,-1.2,1016.3,1020.1,,,,,,,,,20,,,.9,,,,
192,2016-01-04 04:00,.2,,.4,0,91,5.6,-1.1,1016.3,1020.1,,,,,,,,,20,,,1.4,,,,
192,2016-01-04 05:00,.2,,.4,0,91,5.6,-1.1,1016.3,1020.1,,,,,,,,,8,,,1.5,,,,
192,2016-01-04 06:00,.1,,.7,50,92,5.7,-1,1016.3,1020.1,,,,,,,,,10,,,1.6,,,,
192,2016-01-04 07:00,0,,0,0,92,5.6,-1.1,1016.9,1020.7,,,,,,,,,10,,,1.7,,,,
192,2016-01-04 08:00,.1,,.2,0,92,5.7,-1,1017.5,1021.3,0,0,,,,,,,10,,,1.8,,,,
192,2016-01-04 09:00,.5,,.1,0,92,5.8,-.6,1018.1,1021.9,0,.17,,,,,,,10,,,3.4,,,,
192,2016-01-04 10:00,1.5,,.2,0,92,6.2,.3,1018.6,1022.4,0,.47,,,,,,,20,,,6,,,,
192,2016-01-04 11:00,5.1,,.5,270,92,8.1,3.9,1018.4,1022.2,.8,1.16,,,,,,,460,,,10.1,,,,
192,2016-01-04 12:00,9.5,,.9,230,77,9.1,5.6,1017.6,1021.3,1,1.56,,,,,,,600,,,15.2,,,,
192,2016-01-04 13:00,13.1,,.9,200,33,5,-2.8,1016.9,1020.5,1,1.78,,,,,,,600,,,17.3,,,,
192,2016-01-04 14:00,14,,1.3,270,28,4.5,-4.2,1016.4,1020,1,1.6,,,,,,,900,,,16.8,,,,
192,2016-01-04 15:00,14.3,,1.7,340,20,3.2,-8.4,1016.3,1019.9,1,1.32,,,,,,,1300,,,15,,,,
192,2016-01-04 16:00,13.6,,2.6,20,19,3,-9.6,1016.9,1020.5,1,.87,,,,,,,1400,,,11.4,,,,
192,2016-01-04 17:00,12.4,,2,340,20,2.9,-9.9,1017.4,1021.1,.8,.31,,,,,,,1700,,,7.3,,,,
192,2016-01-04 18:00,8.1,,.5,50,32,3.5,-7.6,1017.8,1021.5,0,.01,,,,,,,1600,,,4.1,,,,
192,2016-01-04 19:00,10.1,,2.5,360,23,2.8,-10.1,1018.9,1022.6,,,,,,,,,1600,,,3.8,,,,
192,2016-01-04 20:00,8.9,,1.1,340,27,3.1,-9.1,1019.5,1023.2,,,,,,,,,1700,,,3,,,,
192,2016-01-04 21:00,4.9,,.8,250,46,4,-5.7,1020,1023.8,,,,,,,,,1400,,,1.5,,,,
192,2016-01-04 22:00,2.8,,.4,0,58,4.3,-4.6,1020,1023.8,,,,,,,,,1000,,,.5,,,,
192,2016-01-04 23:00,1.3,,.4,0,65,4.4,-4.5,1020.1,1023.9,,,,,,,,,1200,,,0,,,,
192,2016-01-05 00:00,1,,.3,0,68,4.5,-4.2,1020,1023.8,,,,,,,,,1200,,,-.4,,,,
192,2016-01-05 01:00,-.3,,.2,0,74,4.4,-4.3,1019.9,1023.7,,,,,,,,,1100,,,-.7,,,,
192,2016-01-05 02:00,-1.2,,.1,0,76,4.3,-4.8,1019.8,1023.7,,,,,,,,,1100,,,-.9,,,,
192,2016-01-05 03:00,-2.1,,.1,0,80,4.2,-5,1020.1,1024,,,,,,,,,1200,,,-.8,,,,
192,2016-01-05 04:00,-.8,,.1,0,77,4.4,-4.3,1020.1,1024,,,,,,,,,1400,,,-.4,,,,
192,2016-01-05 05:00,-.5,,.2,0,74,4.4,-4.5,1020.3,1024.2,,,,,,,,,1400,,,-.1,,,,
192,2016-01-05 06:00,-.1,,.6,90,73,4.4,-4.3,1020,1023.8,,,,,,,,,1300,,,.2,,,,
192,2016-01-05 07:00,.5,,.4,0,67,4.2,-4.9,1021.1,1024.9,,,,,,,,,900,,,.4,,,,
192,2016-01-05 08:00,1,,.7,90,69,4.5,-4,1021.1,1024.9,0,0,,,,,,,1100,,,.7,,,,
192,2016-01-05 09:00,2.2,,.1,0,56,4,-5.6,1021.6,1025.4,0,.08,,,,,,,1500,,,1.8,,,,
192,2016-01-05 10:00,2.9,,.8,90,49,3.7,-6.7,1022.6,1026.4,0,.12,,,,,,,1500,,,2.8,,,,
192,2016-01-05 11:00,2.7,,.4,0,47,3.5,-7.5,1022.9,1026.7,0,.17,,,,,,,1400,,,3,,,,
192,2016-01-05 12:00,2.1,0,.7,140,60,4.3,-4.8,1022.6,1026.4,0,.17,,,,,,,1100,,,3.3,,,,
192,2016-01-05 13:00,2.5,,.6,90,67,4.9,-3,1021.5,1025.3,0,.37,,,,,,,1100,,,6.1,,,,
192,2016-01-05 14:00,3,,1.1,140,65,4.9,-2.9,1020.5,1024.3,0,.5,,,,,,,1100,,,6.5,,,,
192,2016-01-05 15:00,4,,1.4,110,61,5,-2.8,1020.2,1024,.1,.62,,,,,,,1300,,,7.3,,,,
192,2016-01-05 16:00,4.7,,1.1,140,52,4.4,-4.3,1020.7,1024.5,.5,.5,,,,,,,1300,,,6.5,,,,
192,2016-01-05 17:00,3.7,,1,140,60,4.8,-3.3,1020.8,1024.6,.5,.29,,,,,,,1200,,,3.4,,,,
192,2016-01-05 18:00,1.6,,.6,360,72,4.9,-2.9,1021.3,1025.1,0,.01,,,,,,,900,,,1.1,,,,
192,2016-01-05 19:00,.3,,.1,0,77,4.8,-3.2,1021.7,1025.6,,,,,,,,,800,,,.1,,,,
192,2016-01-05 20:00,-.6,,0,0,80,4.7,-3.6,1022.1,1026,,,,,,,,,800,,,-.3,,,,
192,2016-01-05 21:00,-1.4,,.2,0,82,4.5,-4,1022.5,1026.4,,,,,,,,,700,,,-.6,,,,
192,2016-01-05 22:00,-1.8,,.2,0,82,4.4,-4.4,1022.5,1026.4,,,,,,,,,700,,,-.6,,,,
192,2016-01-05 23:00,-2,,0,0,82,4.3,-4.6,1022.3,1026.2,,,,,,,,,800,,,-.7,,,,
192,2016-01-06 00:00,-2.6,,0,0,81,4.1,-5.4,1022.3,1026.2,,,,,,,,,1100,,,-1.1,,,,
192,2016-01-06 01:00,-3.2,,.2,0,80,3.9,-6.1,1022.1,1026,,,,,,,,,1200,,,-1.2,,,,
192,2016-01-06 02:00,-3.1,,0,0,79,3.8,-6.2,1022.1,1026,,,,,,,,,1400,,,-1.3,,,,
192,2016-01-06 03:00,-3.5,,0,0,79,3.7,-6.6,1022.1,1026,,,,,,,,,600,,,-1.5,,,,
192,2016-01-06 04:00,-4.1,,.2,0,78,3.5,-7.3,1021.5,1025.4,,,,,,,,,1100,,,-1.9,,,,
192,2016-01-06 05:00,-4.6,,.1,0,77,3.3,-8,1021.6,1025.5,,,,,,,,,1900,,,-1.9,,,,
192,2016-01-06 06:00,-4.2,,.1,0,74,3.3,-8.1,1021.6,1025.5,,,,,,,,,2000,,,-1.6,,,,
192,2016-01-06 07:00,-4.5,,.1,0,72,3.2,-8.7,1021.9,1025.8,,,,,,,,,1900,,,-2.2,,,,
192,2016-01-06 08:00,-5,,0,0,72,3,-9.2,1022.3,1026.2,0,0,,,,,,,1800,,,-2.2,,,,
192,2016-01-06 09:00,-1.9,,.1,0,61,3.2,-8.4,1022.5,1026.4,.6,.27,,,,,,,1300,,,-.7,,,,
192,2016-01-06 10:00,1.3,,.9,90,39,2.6,-11.1,1022,1025.8,1,.89,,,,,,,1900,,,1.8,,,,
192,2016-01-06 11:00,2.8,,1.5,200,33,2.5,-11.9,1021.7,1025.5,1,1.3,,,,,,,1900,,,2.4,,,,
192,2016-01-06 12:00,5.6,,1,230,31,2.8,-10.2,1020.4,1024.2,1,1.64,,,,,,,1900,,,8.8,,,,
192,2016-01-06 13:00,6.9,,1.3,290,30,3,-9.5,1019.3,1023,1,1.8,,,,,,,2000,,,12.7,,,,
192,2016-01-06 14:00,7.3,,1.1,290,30,3.1,-9.1,1018,1021.7,1,1.29,,,,,,,2000,,,11.7,,,,
192,2016-01-06 15:00,8.6,,2.4,360,29,3.2,-8.4,1016.9,1020.6,1,1.06,,,,,,,2000,,,10.8,,,,
192,2016-01-06 16:00,8.3,,2.3,20,29,3.2,-8.7,1017.1,1020.8,1,.93,,,,,,,2000,,,8.3,,,,
192,2016-01-06 17:00,7,,1.2,20,33,3.3,-8.2,1017,1020.7,1,.35,,,,,,,2000,,,4.3,,,,
192,2016-01-06 18:00,5.2,,.3,0,41,3.6,-7,1017.2,1021,0,.02,,,,,,,1700,,,2.7,,,,
192,2016-01-06 19:00,4.3,,.3,0,46,3.8,-6.3,1017.6,1021.4,,,,,,,,,1600,,,2.5,,,,
192,2016-01-06 20:00,5.1,,.4,0,41,3.6,-7,1018,1021.8,,,,,,,,,1900,,,2.5,,,,
192,2016-01-06 21:00,3.3,,.3,0,49,3.8,-6.4,1018.4,1022.2,,,,,,,,,1700,,,1.5,,,,
192,2016-01-06 22:00,2.7,,.4,0,53,3.9,-5.9,1018.8,1022.6,,,,,,,,,1500,,,1.5,,,,
192,2016-01-06 23:00,2.2,,1.2,360,54,3.9,-6.1,1018.8,1022.6,,,,,,,,,1500,,,-.2,,,,
192,2016-01-07 00:00,.9,,.5,140,58,3.8,-6.4,1018.8,1022.6,,,,,,,,,1700,,,-.6,,,,
192,2016-01-07 01:00,-1,,.2,0,68,3.9,-6.1,1019,1022.9,,,,,,,,,1400,,,-1,,,,
192,2016-01-07 02:00,-2,,.7,90,74,3.9,-6,1019.2,1023.1,,,,,,,,,1100,,,-1.3,,,,
192,2016-01-07 03:00,-1.4,,.8,20,77,4.2,-4.9,1019.1,1023,,,,,,,,,1000,,,-1.3,,,,
192,2016-01-07 04:00,-1.3,,.5,90,78,4.3,-4.6,1018.9,1022.8,,,,,,,,,1000,,,-1.6,,,,
192,2016-01-07 05:00,-1.5,,.5,290,74,4.1,-5.5,1018.7,1022.6,,,,,,,,,1000,,,-1.8,,,,
192,2016-01-07 06:00,-2.6,,.6,140,80,4.1,-5.5,1019.1,1023,,,,,,,,,700,,,-1.8,,,,
192,2016-01-07 07:00,-2.9,,.2,0,84,4.2,-5.2,1019.3,1023.2,,,,,,,,,700,,,-2,,,,
192,2016-01-07 08:00,-3.6,,.4,0,84,3.9,-5.9,1019.9,1023.8,0,.01,,,,,,,600,,,-1.8,,,,
192,2016-01-07 09:00,0,,.5,230,82,5,-2.7,1020.3,1024.2,.8,.44,,,,,,,600,,,-.5,,,,
192,2016-01-07 10:00,3.8,,1.1,230,47,3.8,-6.5,1020.8,1024.6,1,1.07,,,,,,,2000,,,2.4,,,,
192,2016-01-07 11:00,4.7,,1.6,270,37,3.2,-8.7,1020.7,1024.5,1,1.4,,,,,,,2000,,,4.7,,,,
192,2016-01-07 12:00,5.5,,1.7,250,34,3.1,-9.1,1020,1023.8,1,1.7,,,,,,,1900,,,10.2,,,,
192,2016-01-07 13:00,6.9,,1,290,31,3.1,-9.1,1018.6,1022.3,.8,1.01,,,,,,,2000,,,13.5,,,,
192,2016-01-07 14:00,7,,1.6,270,31,3.1,-9,1017.9,1021.6,.9,1.13,,,,,,,2000,,,13,,,,
192,2016-01-07 15:00,7,,1,250,30,3,-9.4,1017.6,1021.3,1,.95,,,,,,,2000,,,11.6,,,,
192,2016-01-07 16:00,6,,1.9,20,30,2.8,-10.3,1017.6,1021.4,.7,.47,,,,,,,2000,,,6.6,,,,
192,2016-01-07 17:00,5.1,,1.3,360,31,2.7,-10.6,1018.2,1022,.3,.19,,,,,,,2000,,,4.7,,,,
192,2016-01-07 18:00,3.4,,.5,50,35,2.7,-10.6,1018.4,1022.2,0,.01,,,,,,,1800,,,1.2,,,,
192,2016-01-07 19:00,2,,1.2,360,42,3,-9.5,1019,1022.8,,,,,,,,,2000,,,-.1,,,,
192,2016-01-07 20:00,-.4,,1,90,53,3.1,-8.8,1019,1022.8,,,,,,,,,2000,,,-.4,,,,
192,2016-01-07 21:00,-.3,,.3,0,53,3.2,-8.7,1019.4,1023.2,,,,,,,,,1900,,,-.8,,,,
192,2016-01-07 22:00,-1.4,,.7,230,60,3.3,-8.1,1019.1,1023,,,,,,,,,1500,,,-1.1,,,,
192,2016-01-07 23:00,-2.2,,.5,50,63,3.3,-8.3,1019.3,1023.2,,,,,,,,,2000,,,-1.4,,,,
192,2016-01-08 00:00,-3.4,,.3,0,69,3.3,-8.2,1018.8,1022.7,,,,,,,,,2000,,,-1.7,,,,
192,2016-01-08 01:00,-4,,.1,0,72,3.3,-8.3,1018.3,1022.2,,,,,,,,,2000,,,-2,,,,
192,2016-01-08 02:00,-4.7,,.1,0,76,3.3,-8.2,1018.3,1022.2,,,,,,,,,2000,,,-2.1,,,,
192,2016-01-08 03:00,-4.4,,.1,0,79,3.5,-7.4,1018.3,1022.2,,,,,,,,,2000,,,-1.6,,,,
192,2016-01-08 04:00,-3.4,,.4,0,79,3.8,-6.5,1017.8,1021.7,,,,,,,,,2000,,,-1.3,,,,
192,2016-01-08 05:00,-2.9,,.1,0,78,3.8,-6.2,1017.7,1021.6,,,,,,,,,2000,,,-1.1,,,,
192,2016-01-08 06:00,-2.5,,.2,0,79,4,-5.6,1017.8,1021.7,,,,,,,,,1800,,,-1.3,,,,
192,2016-01-08 07:00,-3.3,,.1,0,73,3.5,-7.4,1017.9,1021.8,,,,,,,,,1900,,,-2.2,,,,
192,2016-01-08 08:00,-4.4,,.3,0,81,3.6,-7.1,1018.8,1022.7,0,0,,,,,,,1100,,,-2.3,,,,
192,2016-01-08 09:00,-1.4,,.8,110,71,3.9,-5.9,1019.4,1023.3,.8,.31,,,,,,,1700,,,-.9,,,,
192,2016-01-08 10:00,2,,.6,230,55,3.9,-6.1,1019.8,1023.6,1,.78,,,,,,,1900,,,1.8,,,,
192,2016-01-08 11:00,3.7,,1.1,270,39,3.1,-9,1019.5,1023.3,1,1.04,,,,,,,2000,,,4.2,,,,
192,2016-01-08 12:00,4.8,,1.4,340,33,2.8,-10.1,1018.4,1022.2,1,1.25,,,,,,,2000,,,9.4,,,,
192,2016-01-08 13:00,5.3,,1.8,20,30,2.7,-10.9,1017.5,1021.3,1,1.35,,,,,,,2000,,,12.8,,,,
192,2016-01-08 14:00,6.7,,1,320,27,2.6,-11,1016.8,1020.5,1,1.28,,,,,,,2000,,,13.7,,,,
192,2016-01-08 15:00,5.6,,2.5,340,29,2.6,-11,1016.7,1020.5,.9,.97,,,,,,,2000,,,8.4,,,,
192,2016-01-08 16:00,5.6,,2.8,340,29,2.6,-11,1017.1,1020.9,.9,.56,,,,,,,2000,,,5.7,,,,
192,2016-01-08 17:00,4.8,,2.9,360,31,2.7,-10.9,1017.4,1021.2,.8,.25,,,,,,,2000,,,3,,,,
192,2016-01-08 18:00,3.6,,2.1,340,36,2.8,-10.1,1018.1,1021.9,0,.01,,,,,,,2000,,,.8,,,,
192,2016-01-08 19:00,2.8,,1.2,270,41,3.1,-9.1,1018.8,1022.6,,,,,,,,,2000,,,-.2,,,,
192,2016-01-08 20:00,-.9,,.7,90,55,3.1,-8.8,1019.4,1023.3,,,,,,,,,2000,,,-.9,,,,
192,2016-01-08 21:00,-1.9,,.4,0,60,3.2,-8.6,1019.8,1023.7,,,,,,,,,2000,,,-1.2,,,,
192,2016-01-08 22:00,-2.8,,.2,0,66,3.3,-8.2,1020.1,1024,,,,,,,,,2000,,,-1.5,,,,
192,2016-01-08 23:00,-3.6,,.2,0,72,3.4,-7.9,1020.7,1024.6,,,,,,,,,1900,,,-1.8,,,,
192,2016-01-09 00:00,-4.2,,.1,0,75,3.4,-7.9,1021,1024.9,,,,,,,,,1200,,,-2.1,,,,
192,2016-01-09 01:00,-4.9,,.3,0,79,3.4,-7.9,1020.8,1024.7,,,,,,,,,1400,,,-2.2,,,,
192,2016-01-09 02:00,-5.5,,.5,70,81,3.3,-8.2,1020.9,1024.8,,,,,,,,,1500,,,-2.4,,,,
192,2016-01-09 03:00,-5.3,,.6,70,83,3.4,-7.7,1020.6,1024.5,,,,,,,,,1400,,,-2.7,,,,
192,2016-01-09 04:00,-5.9,,.1,0,84,3.3,-8.1,1020.6,1024.5,,,,,,,,,1100,,,-3,,,,
192,2016-01-09 05:00,-6.6,,.8,70,85,3.2,-8.7,1020.7,1024.6,,,,,,,,,1000,,,-3.2,,,,
192,2016-01-09 06:00,-6.3,,.7,70,85,3.2,-8.4,1020.7,1024.6,,,,,,,,,1000,,,-3.4,,,,
192,2016-01-09 07:00,-6.8,,.1,0,85,3.1,-8.9,1021.3,1025.3,,,,,,,,,900,,,-3.7,,,,
192,2016-01-09 08:00,-6.8,,.1,0,86,3.2,-8.7,1021.7,1025.7,0,0,,,,,,,900,,,-3.6,,,,
192,2016-01-09 09:00,-3.1,,.2,0,82,4,-5.7,1022.2,1026.1,.8,.3,,,,,,,700,,,-1.6,,,,
192,2016-01-09 10:00,.6,,.2,0,65,4.2,-5.2,1022.8,1026.6,1,.64,,,,,,,1200,,,1,,,,
192,2016-01-09 11:00,3.6,,.4,0,54,4.3,-4.8,1022.4,1026.2,1,1.14,,,,,,,1400,,,3.7,,,,
192,2016-01-09 12:00,5.7,,1,180,37,3.4,-7.8,1021.4,1025.2,1,1.22,,,,,,,2000,,,7.4,,,,
192,2016-01-09 13:00,6,,1.3,340,31,2.9,-9.8,1020.5,1024.3,1,1.34,,,,,,,2000,,,10.5,,,,
192,2016-01-09 14:00,7.4,,1.2,340,29,3,-9.5,1019.8,1023.5,1,1.27,,,,,,,2000,,,12.5,,,,
